Subject,IQ79,Ethnicity,Gender,Employment79,FamilySize79,AFQT '80,AFQT '89,AFQT '06,Income84,FamilySize86,FamilySize90,Employment90,Income94,FamilySize96,FamilySize00,Income04,Income06,FamilySize06,Employment06,Income10,Income12,FamilySize12
4960,,3,1,1,1,25.0,28.0,21164.0,10000,4,-5,-5,32000.0,1,1,55000.0,60000.0,2,1,68000.0,40000.0,2
4961,,3,1,2,4,54.0,63.0,69186.0,22624,2,3,1,35000.0,4,4,75000.0,88000.0,4,1,86000.0,110000.0,4
4962,,3,2,5,6,57.0,51.0,74484.0,4000,4,4,1,8000.0,5,4,32000.0,36000.0,4,1,36000.0,58000.0,3
4963,,3,1,1,4,64.0,58.0,67386.0,17000,3,4,1,42000.0,4,4,60000.0,72000.0,3,1,60000.0,100000.0,2
4964,,3,1,5,1,78.0,82.0,77417.0,24000,3,4,1,34000.0,4,-5,-5.0,65000.0,1,1,80000.0,70000.0,1
4965,,3,1,5,5,51.0,61.0,74029.0,1800,4,3,4,23000.0,5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
4966,,3,2,7,1,63.0,55.0,47582.0,9873,2,2,1,23000.0,2,1,36000.0,32000.0,2,1,17000.0,26000.0,2
4967,,3,2,1,1,66.0,59.0,64114.0,18342,2,2,1,30000.0,2,1,30000.0,32500.0,2,1,0.0,0.0,2
4968,,3,2,5,6,75.0,87.0,90360.0,1072,1,1,1,36000.0,2,2,61000.0,66948.0,2,1,75452.0,74420.0,3
4969,,1,1,5,5,8.0,3.0,638.0,6500,4,4,1,14000.0,3,3,-2.0,25000.0,1,1,33000.0,43000.0,1
4970,,1,2,5,5,15.0,14.0,20551.0,2425,-5,-5,-5,28030.0,1,2,0.0,0.0,2,7,0.0,0.0,5
4971,,1,2,5,5,10.0,12.0,11838.0,-3,5,5,3,1500.0,4,4,27000.0,32000.0,4,1,15000.0,12000.0,4
4972,,3,2,3,4,30.0,26.0,33643.0,6500,3,4,4,2000.0,5,4,11000.0,3000.0,4,4,17000.0,16000.0,1
4973,,3,2,3,4,78.0,70.0,76037.0,-3,3,6,4,-3.0,6,6,0.0,0.0,6,1,60000.0,80000.0,4
4974,,3,2,1,5,83.0,75.0,72010.0,-3,5,6,4,-2.0,6,5,-2.0,18000.0,4,1,0.0,0.0,4
4975,,3,2,1,1,94.0,89.0,92247.0,18000,1,1,2,36000.0,1,1,60000.0,60000.0,1,1,72000.0,73000.0,1
4976,,3,2,5,5,68.0,67.0,85066.0,6500,6,3,1,48750.0,4,3,80500.0,94000.0,3,1,100000.0,108000.0,3
4977,,3,1,6,3,12.0,7.0,8517.0,5468,1,-5,-5,10000.0,1,1,19500.0,5000.0,1,6,0.0,949.0,1
4978,,3,2,3,3,14.0,14.0,17518.0,1100,3,2,3,-3.0,1,1,0.0,0.0,1,7,4500.0,0.0,1
4979,,1,1,5,2,53.0,52.0,70510.0,5000,2,1,1,30000.0,2,3,55000.0,58000.0,4,1,-5.0,55000.0,4
4980,,1,2,5,7,1.0,1.0,930.0,-3,1,1,4,-3.0,4,1,0.0,0.0,1,7,0.0,0.0,6
4981,,1,2,1,7,20.0,17.0,27358.0,3000,4,3,1,30000.0,3,5,35100.0,35100.0,3,1,35100.0,45000.0,3
4982,,3,1,3,3,41.0,39.0,36772.0,10000,4,7,6,-1.0,1,1,-5.0,-5.0,-5,-5,0.0,-5.0,-5
4983,,3,1,5,3,17.0,19.0,21009.0,5000,5,7,1,23000.0,3,4,12000.0,8000.0,4,1,45000.0,40000.0,4
4984,,3,2,3,5,67.0,75.0,83385.0,5500,2,3,1,10000.0,4,-5,-5.0,-5.0,-5,-5,15500.0,18000.0,2
4985,,3,1,5,5,7.0,5.0,3267.0,10000,4,4,1,18000.0,1,3,-5.0,-5.0,-5,-5,2400.0,-5.0,-5
4986,,3,1,1,1,20.0,19.0,16841.0,36574,4,4,1,65000.0,4,-5,125000.0,279816.0,3,1,312324.0,-5.0,-5
4987,,3,2,1,5,89.0,87.0,86508.0,9000,3,2,1,31000.0,3,3,27000.0,15000.0,3,1,22894.0,23000.0,2
4988,,3,2,1,6,68.0,78.0,77733.0,2600,1,1,1,35000.0,1,1,45000.0,75000.0,3,7,0.0,0.0,3
4989,,3,2,3,6,87.0,76.0,76676.0,1400,1,2,3,50000.0,3,4,0.0,0.0,4,1,18000.0,28000.0,3
4990,,3,2,1,6,83.0,81.0,82881.0,2500,2,2,1,37000.0,3,5,-1.0,-1.0,5,1,,-5.0,-5
4991,,1,2,5,5,57.0,63.0,70102.0,2195,4,2,1,33000.0,3,4,15000.0,-5.0,-5,-5,-5.0,-5.0,-5
4992,,3,2,1,5,41.0,31.0,32249.0,13000,2,-5,-5,-5.0,-5,-5,12000.0,30000.0,1,1,312324.0,0.0,2
4993,,3,2,5,5,41.0,52.0,62507.0,-3,-5,4,4,-3.0,4,4,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
4994,,3,2,1,5,85.0,84.0,84467.0,22000,1,2,1,48000.0,6,3,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
4995,,3,2,5,5,73.0,73.0,71054.0,400,4,2,1,27500.0,4,4,-1.0,-1.0,4,1,-5.0,-5.0,-5
4996,,3,1,5,1,51.0,61.0,63825.0,600,1,1,1,27000.0,2,1,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
4997,,3,2,5,4,71.0,67.0,75073.0,3000,3,4,1,20000.0,5,4,46000.0,62000.0,1,2,79000.0,85000.0,2
4998,,3,1,5,4,74.0,71.0,80394.0,2000,1,1,1,5000.0,1,1,69000.0,69600.0,1,1,64000.0,71000.0,1
4999,,3,2,5,1,85.0,76.0,67037.0,-3,4,5,1,23500.0,5,5,29000.0,36000.0,5,1,134000.0,54000.0,2
5000,,3,1,1,1,96.0,99.0,96167.0,2500,2,4,1,101653.0,5,5,265933.0,-5.0,-5,-5,312324.0,-5.0,-5
5001,,3,2,5,7,69.0,58.0,67504.0,200,1,1,1,30000.0,3,4,265933.0,30000.0,5,1,90000.0,70000.0,5
5002,,3,2,5,7,83.0,76.0,81976.0,1400,1,1,1,2000.0,4,5,1000.0,0.0,5,7,0.0,0.0,5
5003,,3,2,5,1,75.0,79.0,70669.0,1000,1,1,1,101653.0,2,2,265933.0,279816.0,2,1,312324.0,343830.0,2
5004,,3,1,5,5,65.0,72.0,57761.0,12000,2,3,1,18000.0,1,1,42000.0,,1,1,-5.0,-5.0,-5
5005,,3,1,5,3,51.0,50.0,62365.0,-3,1,1,5,31300.0,1,1,35000.0,-5.0,-5,-5,-5.0,-5.0,-5
5006,,3,1,1,6,99.0,99.0,99328.0,-3,1,2,1,101653.0,4,4,265933.0,279816.0,5,1,312324.0,343830.0,5
5007,,3,1,1,3,27.0,25.0,18040.0,36574,2,4,1,28000.0,6,1,53000.0,63000.0,1,1,8400.0,158000.0,4
5008,,3,2,1,2,86.0,85.0,88957.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5009,,3,2,5,6,96.0,89.0,93230.0,12000,2,3,1,34000.0,2,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5010,,3,1,5,6,95.0,99.0,97334.0,4000,1,2,1,44000.0,-5,-5,-5.0,-5.0,-5,-5,150000.0,-5.0,-5
5011,,3,1,5,6,93.0,93.0,94484.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5012,,3,1,5,4,80.0,81.0,87153.0,600,1,2,1,45000.0,1,2,265933.0,279816.0,4,1,312324.0,343830.0,4
5013,,1,1,5,5,42.0,57.0,70564.0,4000,3,4,1,30000.0,5,5,4000.0,0.0,7,1,75000.0,0.0,2
5014,,3,2,7,3,10.0,9.0,10250.0,1300,2,5,6,-3.0,4,4,0.0,0.0,4,7,0.0,0.0,2
5015,,3,2,3,3,14.0,11.0,9841.0,2000,3,4,1,1100.0,4,4,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5016,,3,2,1,3,35.0,33.0,35321.0,2000,4,3,4,-3.0,2,4,35.0,0.0,1,6,0.0,0.0,1
5017,,3,1,5,3,94.0,94.0,84380.0,36574,1,3,1,71000.0,5,5,100000.0,115000.0,5,1,115000.0,130000.0,3
5018,,3,1,5,4,89.0,95.0,93517.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5019,,3,2,5,1,98.0,96.0,97372.0,23000,1,2,1,800.0,-5,4,-1.0,0.0,4,7,-1.0,-5.0,-5
5020,,3,1,1,3,98.0,97.0,91144.0,36574,1,1,1,800.0,1,1,0.0,39000.0,1,1,75000.0,85000.0,1
5021,,3,1,5,2,99.0,96.0,94331.0,-3,1,1,1,32000.0,1,1,34000.0,44000.0,1,1,48000.0,43000.0,1
5022,,3,1,1,3,74.0,73.0,79135.0,-5,1,4,1,101653.0,-5,2,50000.0,80000.0,4,1,0.0,100000.0,1
5023,,3,2,5,3,73.0,76.0,78873.0,15000,2,3,4,-3.0,4,4,39000.0,39000.0,4,1,48000.0,55000.0,2
5024,,3,1,1,4,45.0,38.0,30607.0,24300,2,2,1,23000.0,2,2,75000.0,0.0,2,1,312324.0,343830.0,2
5025,,3,2,1,4,67.0,66.0,64441.0,17900,1,3,1,40000.0,1,1,50000.0,40000.0,1,1,64000.0,80000.0,1
5026,,1,2,3,1,59.0,52.0,58229.0,12000,2,1,1,33000.0,4,4,-2.0,42000.0,3,1,62500.0,68000.0,2
5027,,3,1,1,5,58.0,58.0,61673.0,6500,-5,-5,-5,2168.0,2,1,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5028,,3,2,5,4,96.0,96.0,96183.0,17100,2,3,1,54000.0,4,4,265933.0,279816.0,4,1,312324.0,343830.0,4
5029,,3,1,5,3,99.0,99.0,100000.0,10000,1,2,1,65000.0,2,4,40000.0,120000.0,4,1,135000.0,140000.0,4
5030,,3,1,5,4,73.0,75.0,79474.0,1700,2,2,1,21000.0,2,-5,-5.0,-5.0,-5,-5,-5.0,25000.0,1
5031,,3,1,5,4,44.0,48.0,56438.0,-3,3,-5,-5,14400.0,-5,3,24000.0,29120.0,3,1,36400.0,57000.0,3
5032,,3,2,5,3,77.0,76.0,84165.0,12000,2,3,1,-3.0,3,3,22500.0,28000.0,2,1,40000.0,40000.0,2
5033,,3,1,1,4,83.0,77.0,67488.0,36574,4,4,1,51000.0,3,3,48000.0,91000.0,3,1,85000.0,114000.0,2
5034,,3,1,1,4,55.0,62.0,58807.0,17000,1,3,1,24000.0,3,3,105000.0,55000.0,3,1,120000.0,78000.0,2
5035,,3,2,1,3,63.0,64.0,74400.0,13000,2,2,1,30000.0,3,3,58900.0,0.0,3,7,0.0,2500.0,4
5036,,3,1,1,4,98.0,98.0,96696.0,5027,2,2,1,65000.0,3,5,10000.0,0.0,5,1,150000.0,343830.0,5
5037,,3,2,1,4,44.0,35.0,25844.0,9900,3,3,1,15000.0,3,3,17444.0,18230.0,3,1,21000.0,-2.0,1
5038,,3,2,5,4,52.0,51.0,58584.0,-3,4,3,1,11100.0,1,1,-5.0,44000.0,1,1,-5.0,57600.0,1
5039,,3,1,1,3,48.0,57.0,66719.0,2210,1,2,1,33000.0,3,3,80000.0,80000.0,3,1,86500.0,88000.0,3
5040,,3,1,5,1,85.0,82.0,82500.0,5000,1,2,1,-1.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5041,,1,2,5,5,19.0,13.0,13195.0,5720,4,4,4,-3.0,4,4,13500.0,14000.0,4,1,16000.0,15000.0,3
5042,,2,2,1,6,13.0,10.0,11369.0,10656,3,2,1,23000.0,3,1,21029.0,29000.0,2,1,23871.0,-5.0,-5
5043,,2,2,5,6,29.0,27.0,36172.0,1725,3,3,1,12000.0,1,1,28746.0,29993.0,1,2,32000.0,33936.0,1
5044,,3,2,1,3,99.0,97.0,97784.0,25840,2,2,1,-3.0,3,2,0.0,0.0,2,7,0.0,0.0,3
5045,,1,2,1,3,11.0,6.0,6944.0,6835,2,3,1,10000.0,-5,-5,0.0,-5.0,-5,-5,-5.0,0.0,5
5046,,1,1,1,3,13.0,13.0,10062.0,-5,1,4,1,-5.0,-5,1,55000.0,-5.0,-5,-5,89000.0,-5.0,-5
5047,,3,2,5,4,8.0,11.0,13700.0,213,1,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5048,,3,1,1,1,73.0,69.0,71788.0,14500,2,4,7,21500.0,1,3,35000.0,-5.0,-5,-5,41000.0,45000.0,1
5049,,3,2,3,2,71.0,59.0,66827.0,5100,5,5,1,17000.0,5,3,0.0,0.0,3,7,0.0,0.0,2
5050,,3,2,1,5,30.0,30.0,35277.0,300,2,3,4,-3.0,4,-5,0.0,0.0,4,7,0.0,0.0,1
5051,,3,1,5,5,65.0,58.0,69976.0,7126,4,3,1,38000.0,4,5,48000.0,68000.0,6,1,65000.0,55000.0,6
5052,,3,2,3,3,75.0,76.0,73877.0,5500,2,2,2,32500.0,2,4,53000.0,-5.0,-5,-5,-5.0,-5.0,-5
5053,,3,2,5,4,21.0,15.0,18631.0,9000,2,-5,-5,-5.0,-5,1,42000.0,60000.0,1,1,0.0,-5.0,-5
5054,,3,1,1,5,53.0,55.0,44084.0,15000,3,4,1,9500.0,4,4,32000.0,34000.0,3,1,38000.0,0.0,2
5055,,3,2,5,5,41.0,43.0,52035.0,5720,1,1,1,30000.0,1,1,45000.0,43000.0,1,1,43000.0,58000.0,1
5056,,3,1,1,6,42.0,42.0,48464.0,6200,3,3,1,39000.0,4,4,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5057,,3,2,5,6,81.0,74.0,85603.0,3000,-5,3,6,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5058,,3,1,5,4,25.0,29.0,33797.0,2000,-5,-5,-5,16000.0,3,1,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5059,,2,2,5,4,24.0,23.0,34205.0,685,5,3,1,7000.0,3,4,0.0,0.0,2,6,16000.0,0.0,2
5060,,3,2,3,2,30.0,22.0,17529.0,8685,1,1,1,12668.0,2,2,21000.0,24314.0,2,1,28000.0,38000.0,1
5061,,3,2,4,3,40.0,37.0,37027.0,60,6,7,1,5000.0,5,-5,0.0,0.0,2,7,12000.0,0.0,2
5062,,3,2,5,1,47.0,53.0,77171.0,3200,2,2,1,20741.0,1,1,32700.0,25000.0,1,1,34500.0,-5.0,-5
5063,,3,2,1,3,30.0,30.0,38648.0,1375,4,5,3,3000.0,5,5,10000.0,12000.0,5,1,15000.0,12000.0,2
5064,,3,2,1,1,58.0,52.0,54657.0,3000,4,6,2,7832.0,5,4,9635.0,10267.0,6,1,11000.0,12000.0,4
5065,,3,2,5,3,68.0,68.0,65361.0,15750,2,4,1,-3.0,4,4,0.0,0.0,4,7,0.0,0.0,4
5066,97.0,3,2,5,3,44.0,54.0,68792.0,3500,-5,3,2,12000.0,3,4,12500.0,20000.0,4,2,21200.0,21000.0,4
5067,111.0,3,1,3,5,63.0,55.0,68316.0,2000,5,-5,-5,101653.0,5,5,98000.0,116000.0,1,1,125500.0,140000.0,1
5068,,3,1,1,2,2.0,1.0,851.0,8000,3,1,1,28000.0,3,1,42000.0,24000.0,1,1,0.0,-5.0,-5
5069,,3,2,3,2,16.0,19.0,20709.0,1500,3,4,3,14000.0,4,2,-5.0,46000.0,2,1,24000.0,7000.0,2
5070,,2,1,5,3,23.0,22.0,28625.0,5000,2,1,1,-5.0,-5,1,265933.0,100000.0,1,1,5000.0,100000.0,1
5071,,2,2,3,2,27.0,28.0,21379.0,1000,3,1,1,-5.0,1,2,0.0,0.0,2,6,0.0,0.0,1
5072,,2,1,3,2,27.0,31.0,25926.0,-3,2,3,1,-2.0,2,3,14000.0,0.0,3,7,0.0,0.0,1
5073,,2,1,5,7,16.0,17.0,23158.0,2100,1,1,1,15000.0,1,2,47000.0,37000.0,1,1,105000.0,90000.0,1
5074,,2,2,1,4,25.0,27.0,24969.0,9000,3,4,1,9000.0,4,2,18000.0,25000.0,2,1,35000.0,37000.0,3
5075,,2,1,1,6,21.0,16.0,14171.0,600,-5,1,1,-3.0,4,4,0.0,76000.0,3,1,0.0,7000.0,3
5076,,2,2,1,6,20.0,13.0,13289.0,9668,6,7,2,19000.0,1,1,33000.0,36000.0,2,1,30000.0,25000.0,2
5077,,2,2,4,6,9.0,2.0,1931.0,8000,6,2,1,10000.0,7,1,12500.0,15000.0,2,1,18000.0,15000.0,2
5078,,2,1,5,6,26.0,23.0,33386.0,2500,6,7,1,,7,6,25000.0,25000.0,5,1,0.0,0.0,3
5079,,2,1,1,2,16.0,15.0,9790.0,5000,2,2,1,12000.0,2,2,0.0,12000.0,3,1,36000.0,-2.0,2
5080,,2,1,1,3,4.0,4.0,4379.0,5000,5,6,1,27000.0,6,6,15000.0,0.0,5,6,0.0,0.0,3
5081,,2,2,3,3,1.0,2.0,2212.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5082,,3,1,7,6,3.0,4.0,3249.0,3000,4,1,1,3000.0,1,2,0.0,0.0,2,6,0.0,0.0,2
5083,,2,1,1,6,,,-5.0,-1,-5,2,1,28000.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5084,,2,2,5,6,,,-5.0,1000,2,2,1,15000.0,3,3,12000.0,12000.0,2,1,500.0,800.0,2
5085,,2,2,5,6,9.0,11.0,9128.0,4200,2,4,2,-2.0,3,3,14000.0,9600.0,2,1,0.0,-5.0,-5
5086,,2,1,1,4,4.0,4.0,4336.0,-3,3,4,4,-3.0,2,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5087,,2,1,3,4,7.0,6.0,8374.0,1000,3,4,4,-3.0,3,2,12000.0,10000.0,1,1,-5.0,0.0,1
5088,,2,2,3,2,13.0,8.0,6402.0,11000,4,5,1,18000.0,5,2,0.0,0.0,2,6,0.0,0.0,3
5089,,2,2,5,5,2.0,3.0,2610.0,-3,3,3,1,-3.0,4,4,0.0,-2.0,3,1,0.0,6000.0,3
5090,,2,2,5,5,3.0,3.0,9254.0,1641,2,-5,-5,-5.0,-5,3,-5.0,-5.0,-5,-5,-2.0,6700.0,2
5091,,3,2,1,4,46.0,52.0,72251.0,3000,1,2,1,-3.0,4,4,50600.0,56400.0,3,1,62500.0,64000.0,3
5092,,3,1,5,5,48.0,49.0,54687.0,4600,5,4,1,-2.0,4,3,-1.0,-1.0,3,1,-1.0,-1.0,3
5093,,3,1,5,5,65.0,66.0,76759.0,1200,5,1,1,52000.0,2,-5,127000.0,-5.0,-5,-5,30000.0,-5.0,-5
5094,,3,1,1,5,23.0,30.0,22029.0,1000,1,2,1,4000.0,2,2,10400.0,10000.0,1,1,8000.0,12000.0,1
5095,,3,1,3,4,67.0,78.0,73751.0,550,1,3,7,14500.0,3,3,15000.0,20000.0,3,1,20000.0,30000.0,3
5096,,3,2,1,4,59.0,66.0,73407.0,1550,2,3,1,3600.0,5,4,20000.0,30000.0,5,1,38900.0,-2.0,3
5097,,3,1,1,4,35.0,40.0,47006.0,10063,3,1,1,54000.0,2,3,90000.0,119000.0,4,1,130000.0,0.0,4
5098,,3,2,1,2,52.0,36.0,31965.0,8000,4,3,1,-3.0,5,3,0.0,0.0,2,7,0.0,-5.0,-5
5099,,3,2,5,5,82.0,92.0,97610.0,3200,3,3,1,38000.0,4,4,11200.0,40000.0,3,1,70000.0,77000.0,2
5100,,3,2,3,3,69.0,69.0,69693.0,3000,4,4,1,-3.0,4,4,16521.0,21000.0,3,1,23000.0,10370.0,2
5101,,3,2,3,3,63.0,54.0,57477.0,11970,2,3,1,38500.0,-5,-5,10500.0,11000.0,2,7,27000.0,28000.0,2
5102,,3,1,7,3,49.0,42.0,48968.0,22000,1,2,1,46000.0,3,4,14000.0,33000.0,1,1,44300.0,0.0,2
5103,,3,2,5,7,54.0,47.0,48184.0,7500,2,4,4,-2.0,4,4,8000.0,-5.0,-5,-5,-5.0,2000.0,2
5104,,3,2,1,7,62.0,64.0,73979.0,7400,3,3,1,16000.0,4,5,35600.0,-5.0,-5,-5,43000.0,-5.0,-5
5105,,3,2,1,4,21.0,19.0,18761.0,-3,5,5,4,-3.0,4,5,22000.0,-5.0,-5,-5,-5.0,-5.0,-5
5106,,3,1,5,5,22.0,18.0,23450.0,8729,2,4,1,36000.0,4,4,110000.0,120000.0,4,1,75000.0,100000.0,2
5107,,3,2,1,4,81.0,77.0,89381.0,9800,3,5,1,-3.0,5,5,265933.0,279816.0,4,1,312324.0,174000.0,2
5108,,3,2,2,4,78.0,95.0,98645.0,5000,4,4,1,7000.0,4,4,40000.0,33000.0,3,1,56000.0,56000.0,2
5109,,3,1,1,5,24.0,22.0,24065.0,8000,4,-5,-5,22000.0,4,1,-5.0,-5.0,-5,-5,22000.0,0.0,1
5110,,3,2,3,5,37.0,25.0,33163.0,4000,3,3,1,7000.0,3,2,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5111,,3,2,5,5,76.0,84.0,88000.0,800,4,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5112,,3,1,1,4,89.0,65.0,76673.0,20000,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5113,,3,2,1,4,65.0,58.0,65262.0,9200,2,3,1,18000.0,3,4,-5.0,-5.0,-5,-5,60000.0,63000.0,2
5114,,3,2,5,4,80.0,73.0,85473.0,5000,2,3,1,15000.0,6,6,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5115,,3,2,1,1,41.0,43.0,46560.0,9800,3,4,1,10000.0,5,5,26000.0,27400.0,5,1,23200.0,30113.0,4
5116,,3,1,1,11,11.0,12.0,6537.0,-5,4,4,1,28000.0,4,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5117,,3,2,3,11,14.0,19.0,28392.0,-3,4,4,1,400.0,4,4,0.0,400.0,3,1,7000.0,9500.0,3
5118,,2,1,8,3,12.0,14.0,17210.0,-3,2,2,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5119,,2,2,1,2,16.0,15.0,10923.0,-2,3,3,1,16000.0,3,3,3000.0,-2.0,3,7,-2.0,400.0,1
5120,,3,2,1,1,84.0,91.0,80560.0,1200,1,3,1,41500.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5121,,3,2,1,4,83.0,69.0,63137.0,12000,5,5,1,32000.0,4,1,40000.0,40000.0,1,1,19000.0,0.0,3
5122,,3,1,1,2,13.0,13.0,15690.0,23000,4,4,1,34000.0,1,4,38000.0,38000.0,1,1,28000.0,-5.0,-5
5123,,3,2,1,6,42.0,37.0,38717.0,1000,4,4,1,5000.0,4,4,28000.0,32000.0,3,1,24000.0,37000.0,2
5124,,3,2,1,3,91.0,87.0,89720.0,13400,1,1,2,26000.0,1,1,40166.0,40000.0,1,1,56500.0,68000.0,1
5125,,3,2,4,3,79.0,77.0,77314.0,-3,5,6,4,-3.0,6,5,4000.0,3000.0,3,1,4192.0,3500.0,2
5126,,3,1,1,3,57.0,47.0,32828.0,36574,3,3,2,14400.0,4,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5127,,3,2,2,4,47.0,43.0,49647.0,10000,-5,3,1,10000.0,3,2,17000.0,21303.0,2,1,0.0,0.0,5
5128,,3,2,1,4,56.0,50.0,56945.0,3200,2,2,2,10000.0,1,1,28000.0,29000.0,1,3,9700.0,0.0,2
5129,,3,1,5,4,71.0,77.0,86307.0,2800,3,1,1,17000.0,1,3,39216.0,38000.0,4,1,38480.0,38800.0,4
5130,,3,1,5,8,9.0,16.0,20080.0,260,1,1,1,8400.0,1,1,12000.0,-2.0,1,1,-2.0,-2.0,2
5131,,3,2,5,8,51.0,65.0,78060.0,-3,5,4,1,27000.0,4,2,4800.0,21213.0,4,1,1900.0,0.0,2
5132,,3,1,3,7,36.0,46.0,41062.0,5000,4,8,1,1500.0,-5,3,11000.0,26000.0,2,2,0.0,-5.0,-5
5133,,3,1,3,7,16.0,14.0,15468.0,6000,1,-5,-5,3000.0,4,4,-5.0,-1.0,3,1,-2.0,0.0,1
5134,,3,2,5,7,35.0,40.0,47968.0,5783,4,8,1,10000.0,5,4,29000.0,42000.0,3,1,-2.0,6000.0,3
5135,,3,2,3,7,36.0,36.0,48109.0,600,-5,1,1,4000.0,6,1,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5136,,3,1,8,1,,,-5.0,-3,3,3,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5137,,3,1,1,2,,,,16175,3,2,3,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5138,,3,2,1,4,37.0,38.0,44671.0,2500,-5,3,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5139,,3,1,1,5,26.0,24.0,17763.0,2000,4,3,1,8000.0,3,3,15000.0,15000.0,3,7,4508.0,4000.0,3
5140,,3,2,1,5,56.0,56.0,60402.0,10000,1,1,1,35000.0,1,2,0.0,10800.0,2,1,20000.0,37280.0,2
5141,,1,1,1,6,80.0,70.0,74891.0,10000,4,7,3,-3.0,7,6,40000.0,60000.0,5,1,40000.0,60000.0,2
5142,,1,2,1,6,62.0,53.0,60518.0,16000,1,2,1,19000.0,2,1,35000.0,0.0,4,1,13000.0,10000.0,4
5143,,1,2,3,6,81.0,70.0,80740.0,17000,2,3,5,18600.0,4,5,40000.0,62000.0,5,1,42000.0,55000.0,3
5144,,3,1,1,3,54.0,50.0,50547.0,-5,2,3,1,25000.0,4,4,40000.0,-5.0,-5,-5,20000.0,20000.0,2
5145,,3,1,1,4,59.0,79.0,81861.0,16775,1,3,1,21000.0,1,1,28000.0,36000.0,1,1,48000.0,59000.0,1
5146,,3,1,1,4,6.0,6.0,2644.0,9000,3,4,1,30000.0,4,3,37000.0,40000.0,2,1,90000.0,0.0,2
5147,,1,1,1,2,51.0,45.0,51374.0,25000,4,3,1,51000.0,7,7,-5.0,-5.0,-5,-5,0.0,0.0,2
5148,,3,2,4,2,31.0,32.0,22814.0,-3,4,2,1,9000.0,-5,2,-5.0,-5.0,-5,-5,4000.0,-5.0,-5
5149,,3,1,1,2,59.0,63.0,72306.0,19000,5,5,1,34000.0,5,5,6000.0,6000.0,3,1,-2.0,3000.0,1
5150,,3,2,2,3,,,-5.0,1200,1,-5,-5,-3.0,2,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5151,,3,2,1,4,75.0,67.0,53960.0,-3,4,4,1,35000.0,4,3,70000.0,89000.0,4,1,0.0,0.0,3
5152,,3,2,5,3,31.0,25.0,35830.0,3500,2,3,2,4000.0,4,4,7000.0,56.0,1,7,-5.0,-5.0,-5
5153,,3,2,1,4,69.0,73.0,74319.0,1000,1,1,1,38000.0,-5,-5,-5.0,60000.0,3,1,68000.0,-5.0,-5
5154,,3,2,5,6,32.0,38.0,35763.0,-3,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
5155,,3,2,5,6,37.0,36.0,45836.0,3336,5,2,1,19000.0,-5,-5,-5.0,-2.0,2,1,-2.0,-5.0,-5
5156,,3,1,5,4,44.0,47.0,58127.0,11000,2,3,8,-3.0,4,3,0.0,100000.0,3,1,312324.0,343830.0,3
5157,,3,2,3,4,24.0,21.0,31964.0,1000,1,1,1,15000.0,2,4,18000.0,30000.0,4,2,-5.0,-5.0,-5
5158,,3,1,1,4,45.0,47.0,41879.0,19000,1,2,1,33000.0,1,1,-5.0,50000.0,1,1,52000.0,-5.0,-5
