Subject,IQ79,Ethnicity,Gender,Employment79,FamilySize79,AFQT '80,AFQT '89,AFQT '06,Income84,FamilySize86,FamilySize90,Employment90,Income94,FamilySize96,FamilySize00,Income04,Income06,FamilySize06,Employment06,Income10,Income12,FamilySize12
2806,,3,2,5,5,64.0,69.0,72700.0,4000,1,1,1,2200.0,1,1,29000.0,35000.0,1,1,40000.0,39000.0,1
2807,,3,1,5,3,12.0,18.0,17576.0,6000,3,4,1,18000.0,2,-5,56000.0,279816.0,3,1,65000.0,35000.0,3
2808,,3,2,5,4,17.0,20.0,27856.0,-3,3,3,1,6000.0,4,5,0.0,960.0,5,1,0.0,31960.0,4
2809,,3,2,5,6,87.0,85.0,86026.0,-3,4,4,1,900.0,4,4,0.0,15000.0,2,1,27000.0,0.0,2
2810,,3,2,7,6,48.0,43.0,49671.0,5000,4,3,1,15500.0,2,3,4000.0,8000.0,3,2,0.0,10000.0,3
2811,,3,1,5,6,22.0,19.0,24308.0,15000,4,2,1,21000.0,4,4,15000.0,25000.0,4,1,47000.0,0.0,3
2812,,3,1,1,6,16.0,13.0,14151.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2813,,3,1,1,7,80.0,89.0,86520.0,16500,4,5,1,25000.0,5,5,60000.0,75000.0,5,1,65000.0,60000.0,2
2814,,3,2,1,7,79.0,76.0,71795.0,10868,2,4,1,52000.0,4,4,265933.0,279816.0,4,1,312324.0,-5.0,-5
2815,,3,1,5,7,38.0,37.0,53908.0,6000,2,4,2,21500.0,5,5,-2.0,35000.0,5,1,38000.0,41000.0,3
2816,,3,1,1,3,18.0,16.0,13683.0,8000,3,3,1,62000.0,3,3,70000.0,82000.0,3,1,85000.0,88000.0,5
2817,,3,2,3,3,6.0,6.0,8253.0,-3,4,5,4,-3.0,5,4,0.0,0.0,2,7,-5.0,0.0,2
2818,,3,2,5,3,60.0,63.0,72322.0,1000,2,3,4,-2.0,4,4,38000.0,41000.0,4,1,60500.0,75000.0,2
2819,,3,2,4,3,8.0,7.0,3957.0,-3,4,4,1,10000.0,4,-5,30000.0,-1.0,2,1,36000.0,0.0,2
2820,,3,1,5,1,20.0,19.0,28290.0,11000,1,-5,-5,12000.0,4,2,-5.0,22000.0,1,4,-5.0,-5.0,-5
2821,,3,1,1,6,79.0,86.0,79618.0,20000,3,4,1,-3.0,2,-5,70000.0,60000.0,2,1,-5.0,-5.0,-5
2822,,1,2,3,2,1.0,1.0,74.0,-3,1,6,7,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2823,,3,2,1,6,76.0,66.0,62369.0,12680,3,4,1,8000.0,4,4,-5.0,50000.0,4,1,60000.0,60000.0,3
2824,,3,2,5,6,28.0,32.0,45396.0,6000,1,5,1,-3.0,3,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2825,,3,2,5,6,22.0,24.0,36159.0,4000,2,5,1,23000.0,1,2,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2826,,3,2,2,1,50.0,47.0,44484.0,9000,3,3,1,-3.0,5,5,0.0,0.0,1,6,-5.0,-5.0,-5
2827,,3,1,3,3,,,-5.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2828,,3,2,3,1,23.0,18.0,18908.0,-3,5,5,1,23000.0,4,1,-2.0,24000.0,1,1,60000.0,47000.0,2
2829,,3,2,5,5,8.0,5.0,4517.0,2000,1,6,1,-3.0,4,4,13000.0,32000.0,4,1,52700.0,0.0,4
2830,,3,1,1,6,56.0,55.0,72247.0,12726,1,-5,-5,11000.0,3,1,24000.0,19000.0,1,1,-5.0,-5.0,-5
2831,,3,2,1,3,42.0,45.0,47539.0,12000,1,1,1,30000.0,2,2,15000.0,10000.0,2,1,10000.0,0.0,2
2832,,3,1,5,4,46.0,38.0,47307.0,11400,3,1,1,27000.0,1,1,-5.0,48000.0,1,1,73000.0,60500.0,2
2833,,3,1,1,3,75.0,80.0,69924.0,19900,4,4,1,24700.0,4,5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2834,,3,2,1,3,72.0,65.0,63797.0,4000,4,4,1,17000.0,4,5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2835,,3,2,1,4,38.0,41.0,33755.0,12400,3,4,1,12000.0,4,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2836,95.0,3,1,1,2,49.0,59.0,44916.0,11000,4,4,1,40000.0,4,5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2837,,3,1,5,4,23.0,26.0,31514.0,6000,4,2,2,15000.0,4,1,30000.0,-5.0,-5,-5,-5.0,-5.0,-5
2838,,3,1,5,5,94.0,94.0,95237.0,3500,5,4,1,37000.0,2,1,68000.0,69500.0,2,1,91700.0,-5.0,-5
2839,,3,1,1,5,82.0,85.0,73761.0,14698,5,3,1,37000.0,2,2,69000.0,71000.0,2,1,77500.0,84000.0,2
2840,,3,2,5,5,75.0,85.0,95131.0,10930,5,1,2,26000.0,2,2,81000.0,88000.0,2,1,160000.0,135000.0,2
2841,,3,2,1,3,99.0,97.0,96898.0,9600,4,5,1,24000.0,5,5,41337.0,50000.0,5,1,70000.0,50000.0,4
2842,,3,1,1,3,82.0,80.0,87040.0,20000,1,1,1,42000.0,2,1,85000.0,94000.0,1,1,90000.0,100000.0,1
2843,,3,2,5,4,56.0,50.0,60087.0,6000,4,1,1,34000.0,1,2,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2844,,3,1,5,4,97.0,98.0,97184.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2845,142.0,3,1,5,5,99.0,99.0,100000.0,1700,1,1,1,20000.0,2,3,55000.0,70000.0,5,1,74000.0,-5.0,-5
2846,,3,2,1,5,99.0,99.0,98767.0,2000,3,1,1,18000.0,1,2,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2847,,3,2,1,5,99.0,98.0,99445.0,1300,-5,1,1,22000.0,1,1,-2.0,48000.0,1,1,20000.0,-5.0,-5
2848,,3,2,5,4,91.0,97.0,97137.0,10550,2,1,1,38000.0,1,1,65800.0,19285.0,1,1,26548.0,32565.0,1
2849,138.0,3,2,5,4,86.0,94.0,91680.0,67,1,1,1,52000.0,1,1,6000.0,0.0,1,7,5000.0,14500.0,1
2850,147.0,3,2,1,5,98.0,99.0,98492.0,3500,2,2,1,55000.0,2,4,85000.0,100000.0,4,1,155000.0,175000.0,4
2851,137.0,3,1,1,5,93.0,96.0,96763.0,2000,1,2,1,101653.0,4,5,265933.0,279816.0,5,1,312324.0,343830.0,4
2852,,3,1,1,3,30.0,42.0,33730.0,10000,3,3,3,14000.0,1,1,33000.0,33000.0,2,1,33000.0,35000.0,1
2853,,3,1,1,5,80.0,84.0,84289.0,2100,1,4,3,12000.0,2,1,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2854,,3,1,5,4,52.0,68.0,71491.0,12000,1,3,8,24000.0,3,3,38000.0,47000.0,3,1,43000.0,-5.0,-5
2855,,3,2,1,4,34.0,42.0,58761.0,4000,3,4,4,-3.0,4,5,0.0,65000.0,4,1,17000.0,30000.0,2
2856,,3,2,1,7,76.0,61.0,56854.0,16100,1,1,1,38000.0,2,2,5200.0,16000.0,2,7,0.0,0.0,2
2857,,3,1,1,5,42.0,29.0,32422.0,25000,2,-5,-5,52000.0,2,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2858,,3,1,7,5,71.0,80.0,84767.0,13500,2,2,1,20000.0,3,1,37000.0,56000.0,2,2,50000.0,65000.0,4
2859,,3,1,2,7,86.0,95.0,90096.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2860,,3,1,5,7,67.0,78.0,84780.0,1700,3,2,1,25000.0,4,4,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2861,,3,1,1,4,99.0,99.0,97983.0,5975,5,1,1,56000.0,3,4,124000.0,124000.0,5,1,160000.0,343830.0,4
2862,,3,2,5,3,50.0,49.0,58954.0,-2,6,-5,-5,-5.0,6,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2863,,3,2,5,3,32.0,35.0,41306.0,6641,2,2,1,35000.0,2,2,40000.0,40000.0,1,1,0.0,-5.0,-5
2864,,3,2,4,6,32.0,35.0,32795.0,800,4,3,3,500.0,2,3,25000.0,22000.0,3,1,2800.0,12000.0,3
2865,,3,2,1,6,14.0,15.0,14338.0,8400,4,2,1,12748.0,2,2,0.0,0.0,2,7,-5.0,0.0,2
2866,,3,1,1,6,57.0,50.0,57774.0,36574,4,4,1,12000.0,4,4,90000.0,120000.0,4,1,57000.0,54000.0,4
2867,,3,2,3,6,20.0,25.0,27951.0,10000,2,2,1,10000.0,2,5,24000.0,10000.0,5,1,12000.0,7200.0,3
2868,96.0,3,1,1,6,57.0,59.0,56211.0,21000,2,3,1,56000.0,4,4,92000.0,74000.0,4,1,75000.0,82000.0,2
2869,103.0,3,2,5,6,81.0,72.0,61979.0,5600,5,2,1,-3.0,4,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2870,48.0,3,1,1,6,79.0,78.0,74671.0,16000,5,2,1,46000.0,3,4,72000.0,126000.0,3,1,80200.0,92000.0,1
2871,51.0,3,1,3,6,44.0,46.0,56887.0,9000,5,3,7,30000.0,2,2,70000.0,80000.0,5,1,0.0,80000.0,5
2872,,3,2,1,6,83.0,95.0,92257.0,24000,1,1,1,65000.0,1,1,265933.0,279816.0,2,1,312324.0,-5.0,-5
2873,,3,1,5,6,96.0,99.0,99157.0,400,1,1,1,28400.0,1,1,79000.0,67500.0,1,1,29500.0,28000.0,1
2874,,1,1,1,1,2.0,4.0,7718.0,10000,3,3,2,16500.0,3,1,33000.0,25000.0,2,1,30000.0,27000.0,2
2875,,3,1,1,6,95.0,88.0,86469.0,6400,1,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2876,101.0,3,1,3,5,,,,-1,2,4,1,52000.0,4,1,26000.0,0.0,3,1,70000.0,85000.0,2
2877,,3,2,1,3,95.0,84.0,84187.0,17500,2,2,1,24000.0,4,4,48000.0,45000.0,4,1,-5.0,65000.0,4
2878,,1,2,4,3,-3.0,-3.0,6566.0,-3,4,5,4,-3.0,5,7,0.0,0.0,3,6,0.0,0.0,2
2879,,3,2,1,5,25.0,27.0,27641.0,17000,3,4,2,33000.0,4,-5,45000.0,45000.0,2,1,50000.0,42000.0,1
2880,,3,2,1,5,48.0,39.0,42864.0,20000,3,2,1,40000.0,3,3,-5.0,-5.0,-5,-5,-1.0,92000.0,4
2881,,3,1,5,5,34.0,30.0,40672.0,5000,1,2,1,25000.0,1,1,30000.0,30000.0,2,3,-5.0,-5.0,-5
2882,,3,1,1,1,13.0,17.0,18286.0,10000,4,-5,-5,21000.0,4,-5,-5.0,-5.0,-5,-5,28000.0,27000.0,3
2883,,3,2,7,4,84.0,78.0,78966.0,13500,4,3,1,37500.0,4,7,10000.0,-2.0,7,1,25000.0,-5.0,-5
2884,,3,1,5,4,30.0,34.0,42648.0,-3,4,2,1,60000.0,-5,-5,75000.0,74000.0,1,1,46000.0,0.0,2
2885,,3,2,3,1,55.0,42.0,33954.0,10000,3,3,4,-2.0,4,3,48100.0,50000.0,3,2,4000.0,22000.0,2
2886,,2,2,1,5,64.0,67.0,67886.0,5000,5,4,1,24000.0,4,4,-5.0,0.0,1,7,0.0,10000.0,1
2887,41.0,3,2,1,5,69.0,55.0,42708.0,23000,4,2,1,-3.0,3,3,20800.0,-5.0,-5,-5,-5.0,-5.0,-5
2888,48.0,3,1,5,5,41.0,46.0,55411.0,3000,4,2,1,101653.0,2,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2889,,3,2,5,5,54.0,61.0,69302.0,1800,4,4,1,42000.0,1,1,129000.0,279816.0,4,1,155000.0,115000.0,3
2890,,1,1,1,5,49.0,45.0,57082.0,-5,-5,-5,-5,30000.0,-5,2,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2891,,1,2,1,5,26.0,25.0,14598.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2892,,3,2,5,4,93.0,93.0,96653.0,1700,2,2,3,4000.0,3,4,0.0,0.0,5,7,0.0,0.0,5
2893,,3,1,1,3,99.0,99.0,99256.0,12000,1,3,1,101653.0,4,4,265933.0,279816.0,4,1,312324.0,343830.0,3
2894,106.0,3,2,1,6,84.0,91.0,94588.0,3800,1,-5,-5,69000.0,2,4,110000.0,279816.0,5,1,60000.0,343830.0,5
2895,102.0,3,1,5,6,44.0,48.0,81941.0,800,4,4,1,35000.0,1,1,265933.0,279816.0,4,1,312324.0,343830.0,4
2896,,3,1,5,6,82.0,92.0,85579.0,12000,1,3,1,70000.0,4,4,265933.0,279816.0,4,1,312324.0,343830.0,4
2897,,3,2,5,4,,,-5.0,-5,-5,1,3,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2898,,3,1,3,3,96.0,99.0,99368.0,36574,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2899,,3,2,5,3,49.0,51.0,62044.0,400,1,1,1,36000.0,1,1,25000.0,30000.0,1,1,28000.0,0.0,1
2900,,3,2,5,4,99.0,97.0,98481.0,25300,2,3,1,-3.0,4,4,0.0,500.0,4,7,0.0,-5.0,-5
2901,,3,2,1,4,95.0,95.0,98230.0,15000,1,1,1,101653.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2902,,3,2,1,5,99.0,98.0,98731.0,22000,2,2,1,2000.0,4,4,15000.0,33000.0,4,1,43000.0,46000.0,3
2903,,3,1,3,3,91.0,91.0,90931.0,2000,3,1,1,30000.0,2,-5,140000.0,-5.0,-5,-5,312324.0,0.0,4
2904,,3,1,5,3,93.0,89.0,83613.0,-3,3,2,2,38000.0,4,4,74000.0,77000.0,4,1,93000.0,93000.0,4
2905,,3,1,1,5,79.0,87.0,82751.0,15000,1,5,1,101653.0,-5,-5,-5.0,-5.0,-5,-5,160000.0,170000.0,4
2906,68.0,3,1,5,5,87.0,86.0,84155.0,2500,4,5,1,24000.0,1,-5,-5.0,85000.0,1,1,35000.0,,1
2907,,3,1,1,4,74.0,85.0,82820.0,2500,1,1,1,101653.0,1,3,265933.0,-5.0,-5,-5,-5.0,-5.0,-5
2908,,3,2,5,6,91.0,91.0,91836.0,22300,1,4,4,-3.0,5,5,0.0,0.0,5,7,0.0,0.0,4
2909,,3,2,3,6,90.0,95.0,96535.0,9720,2,4,4,-3.0,4,4,0.0,0.0,3,7,0.0,0.0,3
2910,,3,2,1,5,77.0,82.0,93168.0,1100,4,2,1,36000.0,2,2,35500.0,35000.0,3,1,41000.0,42000.0,4
2911,,1,2,3,4,6.0,4.0,4106.0,3500,4,3,4,-1.0,5,4,35000.0,2000.0,4,1,12000.0,0.0,2
2912,,1,1,3,4,25.0,29.0,36386.0,15000,3,3,1,8000.0,2,-5,12000.0,15000.0,3,1,13000.0,24000.0,5
2913,,1,1,3,4,10.0,11.0,12978.0,-2,3,3,1,13000.0,2,-5,32000.0,42000.0,6,1,-5.0,-5.0,-5
2914,,2,1,1,4,8.0,10.0,9607.0,22500,4,4,1,21000.0,6,2,-5.0,0.0,1,1,22500.0,24000.0,1
2915,,3,1,7,1,99.0,99.0,99370.0,5000,1,1,1,24000.0,2,2,24000.0,115000.0,2,1,107000.0,110000.0,2
2916,,3,1,5,3,79.0,78.0,84349.0,16000,1,1,1,21000.0,1,1,-5.0,-5.0,-5,-5,0.0,-5.0,-5
2917,,3,1,3,2,22.0,36.0,36294.0,3250,2,3,1,9000.0,1,-5,-5.0,-5.0,-5,-5,-2.0,0.0,1
2918,,3,2,1,8,64.0,48.0,53239.0,15500,2,4,2,12000.0,4,4,13000.0,12000.0,4,1,30000.0,20000.0,2
2919,,3,2,1,9,13.0,15.0,18256.0,-1,5,2,1,20000.0,3,3,2000.0,3000.0,3,1,17712.0,-1.0,3
2920,,3,1,5,7,42.0,50.0,52232.0,-3,6,1,1,32000.0,3,4,35000.0,75000.0,4,1,100000.0,100000.0,4
2921,,3,1,5,5,27.0,32.0,39227.0,3200,6,4,1,45000.0,1,1,58000.0,60000.0,2,1,46000.0,62000.0,3
2922,,3,1,1,3,29.0,39.0,48526.0,10000,2,2,1,25000.0,1,1,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2923,,3,1,5,7,53.0,54.0,57962.0,15000,6,3,1,48000.0,4,4,50000.0,0.0,2,1,140000.0,73000.0,2
2924,,3,1,3,7,40.0,49.0,57653.0,8000,6,3,1,35000.0,4,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2925,,3,1,1,1,98.0,99.0,98916.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2926,,3,2,7,4,91.0,90.0,93305.0,-5,-5,4,5,2000.0,6,6,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2927,,3,1,1,4,90.0,81.0,88659.0,400,-5,-5,-5,38000.0,1,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2928,,3,2,5,4,94.0,93.0,96193.0,3019,1,2,4,400.0,4,4,6000.0,10088.0,4,1,11000.0,27000.0,3
2929,,3,2,3,3,92.0,79.0,84197.0,17420,-5,-5,-5,14000.0,1,1,40000.0,46000.0,1,2,55000.0,58000.0,1
2930,,3,2,3,3,64.0,58.0,70097.0,15000,1,4,1,21000.0,4,3,18000.0,32000.0,3,1,39000.0,42000.0,3
2931,,3,1,1,3,,,-5.0,-3,3,4,6,-3.0,-5,3,-5.0,0.0,1,7,-5.0,-5.0,-5
2932,,3,1,3,6,10.0,4.0,1110.0,-3,5,4,1,-3.0,2,2,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2933,,3,1,1,6,-3.0,-3.0,3573.0,12000,5,3,1,12000.0,5,2,17000.0,4000.0,2,1,6000.0,800.0,2
2934,,3,2,1,6,7.0,9.0,18123.0,7880,5,4,4,-3.0,5,-5,-5.0,-5.0,-5,-5,-5.0,10800.0,2
2935,,3,2,1,4,,,,-5,-5,-5,-5,50000.0,3,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2936,,3,2,1,3,47.0,70.0,70882.0,18085,2,3,1,32000.0,3,2,48000.0,40000.0,2,1,32000.0,6000.0,3
2937,,3,1,1,5,55.0,64.0,61074.0,4800,1,2,1,43000.0,5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2938,113.0,3,2,5,5,33.0,35.0,36114.0,12000,4,1,1,4000.0,3,3,14300.0,18000.0,3,1,-5.0,29000.0,3
2939,,3,1,1,4,91.0,97.0,98472.0,16000,1,4,1,42000.0,4,4,58000.0,65000.0,4,1,80000.0,0.0,3
2940,,3,2,1,4,,,,6000,1,1,2,38000.0,2,2,20000.0,27000.0,3,1,30000.0,25000.0,3
2941,,3,1,5,5,92.0,91.0,92533.0,1000,5,1,5,40000.0,2,4,265933.0,279816.0,4,1,312324.0,343830.0,4
2942,,2,2,5,5,11.0,13.0,18324.0,2500,4,4,3,3000.0,4,4,6000.0,10372.0,4,1,20000.0,0.0,4
2943,125.0,3,2,5,5,82.0,82.0,93766.0,3000,1,5,1,101653.0,3,-5,0.0,0.0,5,7,-5.0,-5.0,-5
2944,,2,1,5,4,50.0,49.0,64365.0,10000,4,4,1,16850.0,1,4,24000.0,32000.0,2,1,8600.0,0.0,2
2945,113.0,3,1,2,6,51.0,61.0,70940.0,12500,1,1,1,50000.0,1,4,35000.0,0.0,4,1,29100.0,70000.0,1
2946,107.0,3,2,1,6,74.0,78.0,85937.0,7500,5,5,2,21000.0,4,4,56000.0,62000.0,4,1,60000.0,60000.0,4
2947,108.0,3,2,1,6,81.0,80.0,73810.0,13400,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2948,110.0,3,2,7,6,87.0,78.0,79666.0,-3,5,5,1,4000.0,6,6,14000.0,12500.0,4,1,16000.0,13000.0,3
2949,105.0,3,2,2,6,64.0,64.0,52547.0,17500,2,5,1,7000.0,6,6,0.0,20000.0,6,1,23000.0,48000.0,4
2950,103.0,3,1,5,6,62.0,74.0,81036.0,4000,1,1,1,23000.0,3,4,42000.0,93000.0,5,1,60000.0,65000.0,6
2951,,2,1,1,4,17.0,22.0,19438.0,7900,2,4,1,15000.0,2,-5,20000.0,20000.0,1,1,44000.0,0.0,1
2952,,3,2,1,4,46.0,40.0,54754.0,13000,2,2,1,25576.0,3,2,19000.0,35000.0,3,1,40000.0,59321.0,3
2953,88.0,3,1,7,2,30.0,39.0,33606.0,15000,1,5,1,28000.0,5,5,85000.0,85000.0,5,1,45000.0,30000.0,3
2954,,3,1,1,7,4.0,1.0,2451.0,10000,5,6,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2955,118.0,3,2,2,6,93.0,89.0,89238.0,21000,1,1,1,101653.0,2,4,265933.0,279816.0,4,1,-1.0,-1.0,4
2956,108.0,3,1,2,6,54.0,55.0,70358.0,5000,3,2,1,35000.0,3,4,92000.0,-5.0,-5,-5,-5.0,-5.0,-5
2957,108.0,3,1,1,6,72.0,79.0,80160.0,3785,1,1,1,12000.0,2,4,60000.0,35000.0,3,1,50000.0,-2.0,3
2958,106.0,3,1,3,6,60.0,80.0,90655.0,4500,1,1,1,48000.0,3,4,92000.0,95000.0,5,1,85000.0,140000.0,5
2959,136.0,3,2,5,5,65.0,68.0,77435.0,2500,4,1,1,70000.0,2,4,110000.0,110000.0,6,1,125000.0,125000.0,6
2960,,3,1,5,5,1.0,2.0,6594.0,80,5,5,1,465.0,5,-5,-2.0,0.0,1,6,0.0,0.0,1
2961,112.0,3,2,1,7,66.0,74.0,78001.0,15000,3,4,1,36000.0,4,5,60000.0,68000.0,5,1,85000.0,80000.0,3
2962,101.0,3,1,1,7,46.0,67.0,59686.0,1385,3,2,1,60000.0,4,4,130000.0,140000.0,4,1,140000.0,343830.0,4
2963,117.0,3,1,3,4,57.0,68.0,78539.0,10000,4,3,1,16000.0,1,1,60000.0,-1.0,1,1,40000.0,0.0,2
2964,114.0,3,2,1,4,65.0,54.0,60684.0,18000,2,2,1,50000.0,3,3,0.0,50000.0,4,1,100000.0,40000.0,4
2965,,1,1,7,1,,,,-3,3,6,1,-3.0,-5,5,-5.0,-5.0,-5,-5,0.0,0.0,1
2966,,1,1,5,7,3.0,1.0,869.0,-3,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2967,,1,1,5,7,13.0,14.0,36830.0,2850,2,3,1,3000.0,2,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2968,,1,1,5,7,6.0,9.0,30614.0,-3,4,3,1,22000.0,5,4,45000.0,44000.0,4,1,0.0,22000.0,4
2969,,1,2,7,5,12.0,18.0,19370.0,-5,2,-5,-5,-3.0,4,-5,-5.0,-5.0,-5,-5,31000.0,-5.0,-5
2970,,1,2,1,5,2.0,2.0,2926.0,-3,5,4,4,-2.0,5,5,0.0,0.0,3,6,0.0,0.0,3
2971,,1,1,5,4,1.0,1.0,2081.0,-3,3,4,3,-3.0,5,3,0.0,2100.0,2,4,300.0,-2.0,2
2972,,3,1,1,4,51.0,43.0,41856.0,26000,4,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2973,,3,1,1,4,39.0,29.0,37194.0,23000,4,-5,-5,-2.0,1,-5,0.0,0.0,1,6,0.0,0.0,1
2974,,3,1,1,6,15.0,21.0,31213.0,5200,4,3,1,35000.0,4,5,71000.0,89000.0,5,1,46000.0,43000.0,5
2975,,3,1,1,5,71.0,92.0,95172.0,7000,5,3,1,38000.0,3,3,35000.0,42000.0,4,1,45000.0,40000.0,4
2976,,3,1,5,6,52.0,57.0,68200.0,12000,1,2,1,39400.0,4,4,52000.0,53000.0,3,1,57000.0,62000.0,5
2977,,3,1,3,4,24.0,29.0,40065.0,15000,4,1,1,27000.0,1,1,50000.0,40000.0,1,1,50000.0,45000.0,1
2978,,3,2,1,2,52.0,44.0,36622.0,15000,3,4,4,-3.0,4,4,0.0,9000.0,3,1,32000.0,48000.0,2
2979,,3,2,1,6,45.0,39.0,46418.0,5100,6,2,1,-3.0,4,5,0.0,-1.0,5,1,0.0,1500.0,5
2980,,3,1,5,5,99.0,99.0,98312.0,9000,4,6,1,50000.0,8,8,66000.0,170.0,8,1,312324.0,343830.0,4
2981,,3,1,5,6,37.0,46.0,53000.0,1500,6,5,1,14300.0,3,3,16328.0,18300.0,3,1,22500.0,-5.0,-5
2982,,3,1,1,6,87.0,82.0,90188.0,4200,6,-5,-5,-5.0,-5,3,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2983,,3,2,1,6,20.0,10.0,18111.0,789,6,2,1,300.0,4,4,0.0,-5.0,-5,-5,8000.0,6742.0,4
2984,,3,1,1,6,99.0,97.0,96417.0,14700,6,1,1,101653.0,4,4,265933.0,279816.0,4,1,312324.0,170000.0,4
2985,,3,1,1,6,89.0,81.0,90461.0,2800,6,3,1,36000.0,1,1,93000.0,100000.0,1,1,128000.0,144000.0,1
2986,,3,1,5,4,76.0,80.0,70202.0,2500,3,2,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2987,,3,2,1,4,99.0,99.0,100000.0,19400,3,1,1,43500.0,2,2,96000.0,-1.0,1,1,-1.0,-2.0,1
2988,,3,1,1,4,87.0,79.0,78044.0,18000,1,2,1,101653.0,3,4,85000.0,100000.0,4,1,312324.0,165000.0,4
2989,,3,1,1,4,98.0,96.0,99192.0,3500,3,3,2,30000.0,1,1,62000.0,58000.0,1,1,60000.0,62000.0,2
2990,103.0,3,2,5,4,57.0,67.0,74992.0,13000,3,3,1,26000.0,4,5,0.0,5000.0,5,1,7000.0,12480.0,5
2991,100.0,3,2,5,4,52.0,54.0,60487.0,8000,3,1,1,35000.0,2,3,41000.0,45000.0,3,1,75000.0,45000.0,3
2992,,3,1,1,4,,,,-5,3,5,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
2993,,3,2,5,4,,,,8000,3,4,1,14000.0,4,4,5000.0,23000.0,1,1,19800.0,17000.0,1
2994,,3,1,1,3,76.0,62.0,64927.0,19000,2,4,1,101653.0,5,5,265933.0,97200.0,5,1,88642.0,82000.0,3
2995,,3,2,1,4,31.0,37.0,28057.0,9500,3,3,4,5000.0,3,4,14000.0,24000.0,3,1,28000.0,28800.0,3
2996,,3,1,1,4,77.0,77.0,68855.0,9000,5,5,1,15000.0,1,3,50000.0,60000.0,3,1,25000.0,40000.0,1
2997,,3,1,1,8,73.0,70.0,56956.0,18700,2,3,1,42000.0,4,4,65500.0,74000.0,4,1,88000.0,85000.0,4
2998,,3,1,5,8,49.0,73.0,65906.0,12550,2,3,1,26000.0,4,4,38000.0,42000.0,4,1,38000.0,-5.0,-5
2999,,3,1,1,4,79.0,73.0,63020.0,13000,3,2,1,25000.0,2,2,43000.0,-2.0,3,1,51000.0,50000.0,3
3000,,3,2,1,5,30.0,24.0,27564.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
