"R0000100","R0214700","R0214800","R0618200","R0618300","R0618301"
1050,3,2,84,77,86124
1051,3,1,90,92,87785
1052,3,1,89,87,89341
1053,3,1,63,59,73413
1054,3,1,-4,-4,-4
1055,3,1,87,82,77043
1056,3,2,15,16,15555
1057,2,2,2,1,290
1058,2,1,32,27,34012
1059,2,1,10,16,12878
1060,3,1,43,40,33045
1061,3,1,89,80,80231
1062,3,1,82,69,58977
1063,3,2,45,43,45580
1064,3,1,78,74,59869
1065,3,2,77,77,70030
1066,2,1,-4,-4,-4
1067,2,1,4,1,887
1068,2,1,3,1,958
1069,3,2,13,12,8168
1070,2,2,15,12,4341
1071,2,2,6,7,8758
1072,2,1,18,29,35780
1073,2,2,8,17,15431
1074,2,2,14,14,14876
1075,3,2,-4,-4,-4
1076,1,2,20,19,43456
1077,3,2,4,3,7901
1078,2,2,85,85,88023
1079,2,2,24,25,24473
1080,3,2,44,53,68497
1081,3,1,55,71,76163
1082,3,2,67,74,71597
1083,3,2,76,84,76983
1084,3,1,14,11,10691
1085,3,1,53,54,65317
1086,3,2,52,68,77119
1087,3,2,92,99,100000
1088,3,2,99,99,98870
1089,3,1,6,4,1672
1090,3,2,16,12,12621
1091,3,1,40,48,51083
1092,3,1,43,54,59139
1093,3,2,64,49,50614
1094,3,1,49,46,32725
1095,3,1,43,51,54507
1096,3,1,16,13,15428
1097,3,1,78,95,97926
1098,3,1,83,99,98356
1099,3,1,55,74,64442
1100,3,2,29,43,52660
1101,1,2,94,87,89998
1102,3,1,45,50,44711
1103,3,2,91,84,75596
1104,3,2,77,67,55829
1105,3,2,68,64,65903
1106,3,2,81,77,87203
1107,3,1,60,53,40507
1108,3,2,33,27,24060
1109,3,1,75,76,72495
1110,3,2,35,35,42501
1111,3,2,60,51,44401
1112,3,2,21,27,41686
1113,1,1,-4,-4,-5
1114,1,2,29,29,31751
1115,1,1,37,30,26099
1116,1,2,32,29,31890
1117,1,2,41,40,38104
1118,1,2,33,22,22955
1119,1,1,71,78,65235
1120,1,1,91,86,79870
1121,1,2,-4,-4,-4
1122,1,1,91,99,99147
1123,1,2,48,51,46784
1124,1,1,1,2,861
1125,1,1,-4,-4,-4
1126,1,2,-4,-4,-4
1127,1,1,41,53,56257
1128,1,2,-4,-4,-4
1129,3,2,1,1,440
1130,1,2,42,45,50405
1131,1,2,25,19,28786
1132,1,2,21,24,25911
1133,3,2,-4,-4,-4
1134,3,1,53,61,65998
1135,3,2,45,52,57671
1136,1,2,98,99,98722
1137,3,1,71,71,73416
1138,3,1,81,66,58192
1139,3,2,63,68,72569
1140,3,2,67,67,53067
1141,3,2,32,23,17614
1142,1,1,88,89,80556
1143,3,1,81,80,83528
1144,3,1,79,78,79836
1145,3,1,84,92,89989
1146,3,1,11,12,13533
1147,3,2,55,57,58247
1148,2,1,6,6,2509
1149,2,1,5,3,3686
1150,2,1,8,10,8719
1151,2,1,-4,-4,-4
1152,2,2,2,1,157
1153,2,1,6,7,4843
1154,2,2,54,49,37463
1155,2,2,25,19,25334
1156,2,1,51,53,39245
1157,2,2,59,65,70820
1158,2,2,28,22,27018
1159,2,2,35,35,45679
1160,2,2,21,26,34867
1161,2,2,43,41,38966
1162,2,2,2,5,10641
1163,3,2,19,24,20274
1164,3,2,-4,-4,-4
1165,2,2,11,13,10734
1166,2,2,29,45,42776
1167,3,2,77,84,91438
1168,2,2,10,12,8929
1169,3,1,54,64,53364
1170,3,2,27,31,33971
1171,3,1,34,24,26109
1172,3,2,70,69,72620
1173,3,1,48,44,50560
1174,3,1,90,92,87820
1175,3,2,92,95,94662
1176,3,1,47,42,62064
1177,3,2,96,97,96106
1178,3,2,66,64,67830
1179,3,2,67,63,74366
1180,3,1,18,17,14174
1181,3,2,66,63,64846
1182,3,2,94,89,91545
1183,3,1,83,93,94005
1184,3,2,95,90,90731
1185,3,1,93,99,100000
1186,3,1,41,58,58930
1187,3,2,70,87,86394
1188,3,1,75,74,79064
1189,2,2,35,35,31096
1190,2,1,24,20,20717
1191,2,2,20,17,15640
1192,2,1,24,22,28225
1193,2,1,12,14,32369
1194,2,1,20,24,13798
1195,2,2,65,72,70028
1196,3,1,-4,-4,-5
1197,3,1,46,59,74129
1198,3,1,43,52,58587
1199,3,2,30,29,17116
1200,3,2,32,49,49449
1201,2,1,17,22,23078
1202,2,2,13,15,16511
1203,2,2,10,17,17864
1204,3,1,4,2,349
1205,3,1,2,3,7028
1206,2,2,15,17,22441
1207,2,2,13,17,24260
1208,2,2,84,89,82941
1209,2,2,6,9,2921
1210,2,2,1,1,470
1211,2,1,1,4,3778
1212,2,2,1,2,3310
1213,2,2,2,4,2636
1214,2,2,2,1,4866
1215,2,1,10,9,14118
1216,2,2,10,10,14231
1217,2,1,5,4,5543
1218,2,1,8,7,23888
1219,2,1,3,5,16449
1220,2,2,4,4,4968
1221,2,2,1,1,899
1222,2,1,8,5,7510
1223,2,2,4,2,1552
1224,2,2,16,19,15040
1225,3,2,4,2,1354
1226,3,2,15,13,12655
1227,2,2,2,2,1210
1228,3,2,36,38,39856
1229,3,1,45,41,48703
1230,3,2,22,25,18945
1231,3,2,60,74,86922
1232,3,1,63,73,79533
1233,3,2,33,40,36925
1234,3,2,23,18,17520
1235,3,1,20,10,9121
1236,3,2,27,22,38073
1237,3,1,24,29,29091
1238,3,2,55,62,54782
1239,3,1,30,35,37981
1240,3,2,74,71,70563
1241,3,2,6,6,8278
1242,3,2,15,9,14519
1243,3,1,37,46,51721
1244,3,2,6,7,9604
1245,3,1,20,22,20120
1246,3,2,35,33,45325
1247,3,1,13,10,12838
1248,3,1,28,39,45437
1249,3,1,73,65,64562
1250,3,2,36,47,31365
1251,3,2,32,29,36464
1252,3,2,65,62,54280
1253,3,2,27,32,52948
1254,3,2,47,47,57259
1255,3,2,85,85,93903
1256,3,1,12,16,17735
1257,3,1,18,23,34121
1258,3,2,79,73,62762
1259,3,2,18,21,12013
1260,3,1,11,11,10889
1261,3,2,75,74,66079
1262,3,2,89,87,83788
1263,3,2,50,68,74608
1264,3,1,60,66,71181
1265,3,1,62,62,58315
1266,3,1,-4,-4,-4
1267,3,1,45,48,59704
1268,3,1,92,99,98102
1269,2,2,72,72,52426
1270,2,2,69,69,80192
1271,3,2,29,18,28036
1272,3,1,32,30,37465
1273,3,1,56,66,68375
1274,3,2,51,59,73865
1275,3,1,2,2,519
1276,3,2,80,75,92033
1277,3,2,46,56,62239
1278,3,1,21,21,19149
1279,3,2,89,86,81419
1280,3,1,29,34,33843
1281,3,2,53,79,92277
1282,3,1,7,15,28888
1283,3,2,96,95,96091
1284,3,1,8,12,16366
1285,3,2,21,21,25934
1286,2,2,12,10,6841
1287,2,1,8,11,7088
1288,2,1,15,11,10393
1289,2,1,18,17,26637
1290,2,2,33,42,38983
1291,2,1,10,9,8107
1292,2,1,19,22,28932
1293,2,2,37,35,35191
1294,2,1,42,42,51781
1295,2,2,2,6,5190
1296,3,2,32,27,37982
1297,2,2,8,2,532
1298,2,2,32,37,39794
1299,2,2,55,53,41461
1300,3,1,13,12,35904
1301,3,1,38,32,27851
1302,3,2,31,21,27097
1303,3,1,65,64,75712
1304,3,2,62,71,81201
1305,3,2,47,39,41065
1306,3,2,35,39,48847
1307,3,1,30,30,20649
1308,2,2,11,11,6654
1309,3,1,66,62,58331
1310,3,2,38,48,48538
1311,3,1,53,51,46540
1312,3,2,49,42,41138
1313,2,2,2,1,1521
1314,2,1,11,4,2824
1315,3,1,49,49,70510
1316,3,1,29,27,26151
1317,3,1,10,15,26157
1318,3,1,16,17,22661
1319,3,1,3,5,6629
1320,3,1,78,99,100000
1321,3,1,57,42,51798
1322,3,2,17,18,16205
1323,3,2,62,80,85328
1324,3,2,29,25,34870
1325,3,1,75,80,82181
1326,3,2,39,44,55253
1327,3,2,57,53,59279
1328,3,2,20,12,10347
1329,3,1,6,6,4631
1330,3,1,10,9,10551
1331,3,1,44,57,61304
1332,3,1,38,44,53182
1333,3,1,1,1,448
1334,3,2,74,70,61893
1335,3,2,26,23,22195
1336,3,2,-4,-4,-5
1337,3,1,11,10,7949
1338,3,1,58,56,66383
1339,3,2,11,8,11492
1340,3,1,19,22,25124
1341,3,2,19,18,16803
1342,3,1,3,4,10129
1343,3,2,31,26,28553
1344,3,2,59,62,67442
1345,3,1,62,54,50722
1346,3,1,21,22,32361
1347,3,2,45,47,50056
1348,3,2,82,75,90144
1349,3,1,-4,-4,-4
1350,3,1,-4,-4,-4
1351,3,1,27,31,54619
1352,3,2,38,44,44286
1353,3,1,38,43,50963
1354,3,1,-4,-4,-4
1355,3,1,-4,-4,-4
1356,3,2,87,84,87399
1357,3,1,8,5,5401
1358,3,1,40,46,45132
1359,3,2,58,53,61346
1360,3,2,35,33,28956
1361,3,2,19,17,24454
1362,3,2,98,98,96033
1363,3,1,59,65,56984
1364,3,1,59,75,79925
1365,3,2,-4,-4,-4
1366,3,2,47,50,36305
1367,3,1,84,88,85660
1368,3,1,84,99,96899
1369,3,1,51,54,52740
1370,3,2,12,9,12913
1371,3,1,22,23,17148
1372,3,1,-4,-4,-4
1373,3,1,43,43,43702
1374,3,2,55,56,69216
1375,2,2,25,29,27373
1376,2,2,28,17,17999
1377,2,2,51,61,72864
1378,2,2,21,19,27402
1379,2,1,24,25,38627
1380,2,2,14,18,25147
1381,2,2,2,2,3013
1382,2,2,18,28,28114
1383,2,1,2,3,2991
1384,2,1,12,14,13400
1385,2,2,28,30,44576
1386,2,1,24,22,24991
1387,2,1,2,4,6394
1388,2,2,6,6,3922
1389,2,2,23,37,48443
1390,2,1,19,25,33299
1391,2,2,2,3,4819
1392,3,2,3,2,332
1393,3,1,69,73,66493
1394,3,2,71,55,67269
1395,3,2,47,37,45317
1396,3,1,31,37,49766
1397,3,1,34,42,26780
1398,3,2,27,26,26210
1399,1,2,73,63,74636
1400,1,2,1,1,144
1401,1,2,24,24,27325
1402,1,2,92,95,97237
1403,1,1,62,67,74155
1404,1,1,14,17,23686
1405,1,1,-4,-4,-4
1406,1,2,8,5,2946
1407,3,2,-4,-4,-5
1408,3,1,40,53,60978
1409,3,2,27,28,33509
1410,3,2,76,76,80352
1411,3,2,37,48,45789
1412,3,2,16,17,15238
1413,1,1,7,5,1650
1414,1,2,4,6,7282
1415,1,2,6,6,5068
1416,3,2,15,14,20731
1417,3,1,18,16,24893
1418,1,1,30,37,61570
1419,1,2,3,4,4111
1420,3,1,41,45,52880
1421,3,2,75,75,69413
1422,3,2,14,13,10990
1423,3,2,60,57,50462
1424,3,1,-4,-4,-5
1425,3,1,63,68,77186
1426,3,2,56,48,54506
1427,3,2,81,70,84308
1428,3,1,79,70,64816
1429,3,1,83,81,82219
1430,3,1,39,57,59004
1431,3,1,26,23,35119
1432,2,1,17,18,18811
1433,2,1,27,32,36667
1434,3,1,2,1,1985
1435,2,2,14,12,14857
1436,2,2,4,6,8681
1437,2,2,11,10,8625
1438,2,2,6,4,4199
1439,2,2,6,5,6415
1440,2,2,9,11,10283
1441,1,2,6,8,4354
1442,1,2,7,10,13340
1443,3,2,90,90,92833
1444,1,2,39,44,53272
1445,1,2,27,29,39305
1446,2,2,-4,-4,-5
1447,3,1,-4,-4,-4
1448,2,1,4,5,4007
1449,1,1,16,11,10664
1450,1,1,8,6,6269
1451,1,2,9,10,17810
1452,1,1,8,6,9502
1453,3,1,-4,-4,-5
1454,1,2,34,33,50481
1455,3,2,12,15,14511
1456,3,1,26,26,34476
1457,3,1,-4,-4,-5
1458,3,1,40,36,39235
1459,3,2,64,71,85258
1460,3,2,43,50,57318
1461,3,1,75,63,62549
1462,3,1,55,51,33171
1463,3,2,60,45,39391
1464,3,1,-4,-4,-5
1465,3,2,12,14,17597
1466,3,1,5,3,4488
1467,3,2,1,1,582
1468,3,1,46,41,36634
1469,3,2,26,22,20960
1470,3,2,56,55,64514
1471,3,1,22,19,15586
1472,3,2,15,15,15521
1473,3,1,-4,-4,-4
1474,3,2,77,64,72829
1475,3,1,-4,-4,-4
1476,3,1,29,31,39784
1477,3,1,46,61,48936
1478,3,2,65,57,54932
1479,3,1,94,93,97372
1480,2,1,4,4,3765
1481,2,1,54,61,49641
1482,2,2,3,2,2788
1483,2,2,1,1,4102
1484,2,2,4,3,2513
1485,2,1,1,2,3917
1486,2,1,32,35,33156
1487,2,2,47,34,42852
1488,2,1,14,12,10987
1489,2,2,6,9,9359
1490,2,2,16,13,19642
1491,2,2,14,16,14083
1492,3,1,66,78,82535
1493,3,2,45,48,65038
1494,3,2,54,45,51198
1495,3,2,30,25,19342
1496,3,1,80,84,89320
1497,3,2,88,94,95463
1498,3,2,-4,-4,-4
1499,3,2,59,50,47406
1500,3,1,17,28,24715
1501,3,1,85,94,97458
1502,3,2,94,92,98242
1503,3,1,78,84,84661
1504,3,1,98,94,93087
1505,3,1,86,80,77446
1506,3,1,80,81,88937
1507,3,2,58,49,60833
1508,3,1,98,92,96289
1509,3,1,94,85,90493
1510,3,2,46,54,66956
1511,3,2,69,64,63161
1512,3,2,93,82,80758
1513,3,1,18,24,19818
1514,3,2,44,48,45160
1515,3,1,40,42,44773
1516,2,2,20,15,8674
1517,2,2,7,9,3585
1518,2,1,15,16,12830
1519,2,2,27,41,47054
1520,2,1,8,7,6090
1521,2,1,23,18,21457
1522,2,2,79,78,67176
1523,2,1,23,28,36895
1524,2,2,3,3,3263
1525,3,2,27,25,24670
1526,3,1,78,88,81260
1527,2,1,5,3,2099
1528,2,1,15,13,13552
1529,2,2,25,34,35947
1530,2,2,21,22,30909
1531,3,2,46,40,44428
1532,3,2,36,35,57544
1533,1,2,27,22,28873
1534,1,2,30,23,27174
1535,1,1,19,25,29084
1536,1,1,16,19,22903
1537,1,1,-4,-4,-4
1538,1,2,28,24,30590
1539,3,2,66,69,77510
1540,1,2,32,32,48275
1541,3,2,25,23,22337
1542,3,1,14,15,15292
1543,3,1,13,16,19054
1544,3,2,27,22,23388
1545,3,1,11,13,8137
1546,3,2,26,21,19853
1547,3,1,55,44,43214
1548,3,2,38,39,40716
1549,3,2,22,25,30043
1550,3,2,63,75,60577
1551,3,2,33,35,25797
1552,3,2,32,27,24669
1553,3,2,91,81,79584
1554,3,1,57,58,52176
1555,3,1,68,75,69185
1556,3,1,59,65,69556
1557,3,1,25,21,19563
1558,3,2,64,44,60233
1559,3,2,22,27,25929
1560,3,1,26,21,21060
1561,1,1,46,45,55967
1562,3,2,73,75,81621
1563,3,1,95,96,95429
1564,3,2,80,75,84972
1565,3,1,69,81,89831
1566,3,2,65,67,65249
1567,3,1,84,78,70283
1568,3,2,58,73,79707
1569,3,1,60,68,72895
1570,3,1,42,59,59313
1571,3,2,56,65,77537
1572,1,2,-4,-4,-5
1573,1,1,-4,-4,-4
1574,3,1,81,88,90317
1575,3,1,48,42,33184
1576,3,1,-4,-4,-4
1577,3,1,58,58,60110
1578,3,1,12,17,17678
1579,3,2,24,17,14602
1580,3,1,15,18,21756
1581,3,2,14,11,7984
1582,3,1,69,62,48450
1583,3,2,52,46,39966
1584,3,2,80,76,88626
1585,3,1,46,44,54802
1586,3,2,52,61,69894
1587,3,2,96,91,92892
1588,3,1,-4,-4,-4
1589,3,2,64,62,64806
1590,3,1,26,21,22782
1591,3,1,30,29,33418
1592,3,2,22,19,27228
1593,3,2,30,23,14232
1594,3,1,49,47,41694
1595,3,1,35,37,44794
1596,3,2,1,1,637
1597,3,1,56,63,67922
1598,3,2,54,62,70988
1599,3,2,63,59,43417
1600,3,2,60,52,60940
1601,3,1,49,43,53921
1602,3,1,41,45,54571
1603,3,1,57,48,45157
1604,3,1,-4,-4,-5
1605,3,2,38,42,40773
1606,3,2,73,58,52053
1607,3,2,57,54,48830
1608,3,2,52,54,58110
1609,3,2,51,50,43768
1610,3,2,28,32,29107
1611,3,1,66,73,80297
1612,3,1,62,57,66377
1613,3,1,43,51,61013
1614,3,1,-4,-4,-5
1615,3,2,-4,-4,-5
1616,3,2,93,87,83875
1617,3,2,35,28,21965
1618,3,1,65,62,68017
1619,3,1,59,57,58937
1620,3,1,87,84,61849
1621,3,2,91,89,87899
1622,3,1,75,70,55357
1623,3,2,89,99,99819
1624,3,2,99,99,99486
1625,3,2,84,87,92670
1626,3,1,98,96,96046
1627,3,1,24,27,36485
1628,3,1,59,66,59202
1629,3,2,53,59,65439
1630,3,1,55,71,74216
1631,3,1,98,98,96226
1632,3,1,96,99,98630
1633,3,2,79,71,86213
1634,3,2,94,96,97825
1635,3,1,39,41,53399
1636,3,1,40,39,49697
1637,3,1,49,53,60861
1638,3,2,81,77,75843
1639,3,2,98,97,93451
1640,3,2,65,61,51871
1641,1,1,85,77,62029
1642,1,2,4,3,1532
1643,1,1,-3,-3,471
1644,1,1,38,35,43409
1645,1,1,16,17,16378
1646,1,2,14,14,21105
1647,3,2,49,41,42266
1648,3,2,14,5,2274
1649,1,2,5,4,2532
1650,1,2,10,10,13431
1651,1,1,71,71,71136
1652,3,2,91,89,94422
1653,3,1,83,84,60385
1654,3,1,68,57,47119
1655,3,2,58,55,42639
1656,3,2,59,50,51885
1657,3,2,89,87,91394
1658,3,2,86,95,95760
1659,3,1,49,53,61986
1660,3,1,24,25,20299
1661,3,2,13,21,26343
1662,3,2,62,47,60474
1663,1,1,23,26,36896
1664,1,1,14,19,19718
1665,1,1,74,73,83224
1666,1,2,13,8,6066
1667,3,1,40,46,65989
1668,1,1,58,48,49464
1669,1,1,63,76,84474
1670,3,1,94,94,96168
1671,3,2,77,73,73417
1672,3,1,58,53,69784
1673,3,1,26,31,29823
1674,3,2,17,13,18407
1675,3,2,89,84,81370
1676,3,2,80,86,91124
1677,3,1,56,58,70900
1678,3,1,86,95,93133
1679,3,1,58,61,63569
1680,3,2,44,35,36938
1681,3,1,49,53,57385
1682,3,1,28,42,39965
1683,3,2,-4,-4,-4
1684,3,1,17,13,9501
1685,2,2,13,19,12831
1686,2,1,7,8,13896
1687,2,1,1,1,320
1688,2,2,2,4,4370
1689,1,2,24,18,17974
1690,1,2,12,8,10018
1691,1,2,9,14,8827
1692,1,1,6,11,7715
1693,1,1,7,6,12322
1694,1,2,7,7,5542
1695,1,1,3,6,7259
1696,1,1,16,18,17369
1697,1,1,23,23,27193
1698,1,1,13,8,12721
1699,1,2,27,18,22942
1700,1,1,52,57,52362
1701,1,1,-4,-4,-4
1702,1,1,34,35,34645
1703,1,2,41,33,43083
1704,1,2,-4,-4,-4
1705,1,2,7,6,3733
1706,3,1,41,32,21872
1707,3,2,81,71,72599
1708,3,1,74,86,76350
1709,3,1,78,88,96230
1710,3,1,58,64,68547
1711,3,2,-4,-4,-4
1712,3,2,98,93,95513
1713,2,2,71,72,73632
1714,2,2,3,4,3804
1715,2,1,42,56,65144
1716,2,2,44,35,39531
1717,2,1,55,49,56157
1718,2,1,-4,-4,-4
1719,2,2,49,53,48050
1720,2,2,33,25,25265
1721,1,1,17,6,7672
1722,1,2,38,30,31652
1723,1,2,32,24,22559
1724,1,1,20,18,28446
1725,3,2,14,10,7182
1726,3,2,23,20,29948
1727,3,2,16,18,36181
1728,1,1,11,12,12719
1729,1,2,35,27,30508
1730,3,2,85,74,66596
1731,3,1,73,61,77552
1732,3,2,68,70,62993
1733,3,2,76,79,84465
1734,3,2,84,84,80413
1735,3,2,60,59,63611
1736,3,2,47,52,66802
1737,1,2,85,92,92639
1738,3,2,67,46,35190
1739,3,1,89,97,95901
1740,3,2,54,50,49857
1741,3,1,32,19,26424
1742,3,1,94,94,90258
1743,3,1,46,38,37853
1744,3,1,57,68,67544
1745,3,2,83,79,89799
1746,3,1,96,96,96851
1747,3,2,51,43,46668
1748,3,1,78,85,96189
1749,2,2,20,27,18993
1750,1,1,42,42,47189
1751,1,2,12,8,4888
1752,1,2,8,9,13451
1753,2,1,10,11,8127
1754,2,2,6,5,5521
1755,2,1,34,27,37067
1756,1,1,84,91,90905
1757,2,2,-4,-4,-5
1758,2,2,10,8,5654
1759,2,1,16,12,9773
1760,2,2,1,1,756
1761,3,1,49,36,50011
1762,3,1,15,19,25485
1763,1,1,57,69,69733
1764,3,1,13,21,42424
1765,3,1,96,90,89216
1766,3,2,88,85,78662
1767,3,1,74,80,78713
1768,3,2,39,40,36710
1769,3,2,25,21,27375
1770,3,2,-4,-4,-4
1771,3,1,-4,-4,-5
1772,3,1,17,14,14380
1773,3,1,98,97,96768
1774,1,2,26,29,28644
1775,1,2,32,27,35079
1776,3,2,30,45,50946
1777,3,1,78,62,59015
1778,3,2,55,45,46099
1779,1,1,23,24,28861
1780,3,1,74,77,73734
1781,3,1,65,53,39081
1782,1,1,51,58,70068
1783,3,1,7,6,2479
1784,3,1,62,77,81518
1785,3,2,10,8,9875
1786,3,2,25,25,37054
1787,3,2,30,37,47805
1788,3,1,62,59,77653
1789,3,2,-4,-4,-4
1790,3,1,59,65,71533
1791,3,1,47,59,62787
1792,3,1,76,80,87518
1793,3,2,59,61,70892
1794,3,2,-4,-4,-4
1795,3,2,63,49,40415
1796,3,1,57,42,43711
1797,3,2,51,49,56703
1798,3,2,64,77,85903
1799,3,2,39,35,49292
1800,3,2,97,93,92644
1801,3,2,90,79,82873
1802,3,1,65,71,77562
1803,3,2,73,73,70548
1804,3,2,98,90,91449
1805,3,1,41,46,61837
1806,3,1,50,51,55796
1807,1,1,25,27,28020
1808,3,2,94,90,89408
1809,3,1,47,46,53998
1810,3,1,49,39,53687
1811,1,1,24,22,26227
1812,1,1,9,9,16592
1813,3,1,14,22,20562
1814,1,2,42,37,36147
1815,1,2,-4,-4,-5
1816,1,2,19,12,13736
1817,1,1,38,32,48100
1818,1,2,7,4,3815
1819,1,1,83,74,79036
1820,1,1,-3,-3,13650
1821,1,1,-4,-4,-4
1822,1,1,3,5,10564
1823,1,1,9,10,28584
1824,1,2,3,5,6023
1825,1,2,-4,-4,-4
1826,3,2,68,54,62879
1827,3,1,55,44,49943
1828,3,2,10,8,10991
1829,2,2,9,9,8102
1830,2,1,15,17,7878
1831,2,2,21,21,24374
1832,2,2,20,14,16095
1833,1,2,7,6,2225
1834,1,2,21,21,21741
1835,1,1,32,27,30175
1836,1,1,47,42,51237
1837,1,1,23,18,17492
1838,1,2,18,13,13046
1839,1,2,11,5,6120
1840,1,2,16,13,22108
1841,3,2,88,92,92678
1842,3,2,65,65,74942
1843,3,1,99,97,93330
1844,3,2,96,85,87281
1845,3,1,81,68,61673
1846,3,1,89,87,73252
1847,1,2,76,73,74288
1848,1,2,35,29,29189
1849,3,2,38,35,48023
1850,3,1,77,72,78006
1851,1,1,48,46,34652
1852,3,2,89,91,95156
1853,3,2,65,61,63435
1854,3,1,85,80,80983
1855,3,1,18,16,11373
1856,3,2,78,82,89788
1857,3,1,68,67,64656
1858,3,2,62,73,75798
1859,3,1,50,45,38374
1860,3,2,32,32,40414
1861,3,2,80,86,90372
1862,3,2,34,32,31547
1863,3,2,75,58,61428
1864,3,1,20,19,24149
1865,3,2,35,32,27567
1866,3,2,49,41,42755
1867,3,1,84,86,89968
1868,3,2,42,41,35098
1869,3,1,30,22,26004
1870,3,2,72,58,62593
1871,3,2,62,71,67714
1872,3,1,16,21,18192
1873,3,1,14,13,16817
1874,3,1,-4,-4,-5
1875,3,1,95,95,90923
1876,3,2,72,77,80183
1877,3,1,98,95,91581
1878,3,2,34,40,29321
1879,3,2,67,75,84163
1880,3,2,94,92,88272
1881,3,1,34,40,42474
1882,3,1,62,66,69410
1883,3,2,48,49,59426
1884,3,1,44,32,42428
1885,3,2,62,64,65232
1886,3,2,98,99,97470
1887,3,1,4,7,9128
1888,3,2,8,8,9400
1889,3,1,40,42,42279
1890,3,1,9,8,13298
1891,3,1,49,47,46449
1892,3,2,56,63,71671
1893,3,2,34,40,31948
1894,3,1,36,35,40716
1895,3,1,81,84,84709
1896,3,2,80,85,85085
1897,3,1,51,71,54847
1898,3,2,95,88,86838
1899,3,1,20,27,24004
1900,3,2,92,92,94120
1901,3,1,-4,-4,-5
1902,3,2,46,37,48953
1903,3,1,28,28,26152
1904,3,2,89,86,86141
1905,3,2,47,48,58233
1906,3,2,98,98,97146
1907,3,2,55,50,44685
1908,3,1,62,58,62442
1909,3,1,60,66,54291
1910,3,1,58,63,55765
1911,3,1,60,67,75861
1912,3,2,42,48,49375
1913,3,2,32,29,41544
1914,3,1,94,90,95324
1915,3,2,91,85,87805
1916,3,1,57,65,66692
1917,3,1,13,18,27775
1918,3,1,70,70,74519
1919,3,1,33,47,57458
1920,3,1,46,48,57750
1921,3,2,8,7,2063
1922,3,2,41,48,54503
1923,3,2,32,51,64811
1924,3,1,34,35,39286
1925,3,1,79,67,66523
1926,3,2,31,32,31904
1927,3,2,49,42,53586
1928,3,2,1,1,677
1929,3,2,99,98,95734
1930,3,1,90,90,95174
1931,3,1,30,33,36431
1932,3,2,31,25,32119
1933,3,2,49,44,54774
1934,3,2,94,88,90417
1935,3,2,74,85,78782
1936,3,2,75,79,64700
1937,3,2,77,78,65749
1938,3,2,63,73,71370
1939,3,2,-4,-4,-4
1940,3,2,2,3,2193
1941,3,1,79,73,62415
1942,3,2,73,70,78604
1943,3,2,-4,-4,-4
1944,3,1,83,75,82351
1945,3,1,-4,-4,-4
1946,3,1,-4,-4,-4
1947,3,2,40,37,41857
1948,3,2,45,57,67218
1949,3,2,72,68,71288
1950,3,1,63,64,63150
1951,3,2,46,43,45219
1952,3,1,37,33,46049
1953,3,2,79,80,87413
1954,3,2,91,84,87743
1955,3,1,82,84,79360
1956,3,1,-4,-4,-4
1957,3,1,6,10,10797
1958,3,1,72,74,79330
1959,3,1,25,28,29263
1960,3,2,47,43,54424
1961,3,1,65,55,48541
1962,3,2,12,13,10280
1963,3,1,73,67,63400
1964,3,1,30,39,29838
1965,3,2,47,49,52187
1966,3,1,76,84,85623
1967,3,2,40,44,61486
1968,3,2,41,36,38792
1969,3,2,51,49,62740
1970,3,1,-4,-4,-4
1971,3,1,34,44,51182
1972,2,2,51,56,67619
1973,3,2,52,61,72265
1974,3,2,98,99,99471
1975,3,1,58,66,80742
1976,3,2,48,50,64089
1977,3,1,24,31,37901
1978,3,1,15,19,29377
1979,3,1,83,90,88419
1980,3,2,20,19,22423
1981,3,1,-4,-4,-4
1982,3,2,-4,-4,-4
1983,3,2,-4,-4,-4
1984,3,1,6,7,5142
1985,3,2,49,46,59974
1986,3,2,67,58,69903
1987,3,1,38,46,42193
1988,3,1,12,18,15656
1989,3,1,35,34,37131
1990,3,2,84,81,63260
1991,3,1,8,13,9185
1992,3,1,15,16,24185
1993,3,2,48,42,34322
1994,3,2,84,81,75484
1995,3,2,38,30,33083
1996,3,1,66,65,53612
1997,3,2,-4,-4,-4
1998,3,1,67,52,59463
1999,3,2,54,67,67772
2000,3,1,42,42,44196
2001,3,1,1,1,325
2002,3,2,37,32,35088
2003,3,2,9,10,13023
2004,3,2,92,94,94430
2005,3,1,80,80,84088
2006,3,1,74,75,87827
2007,3,1,80,80,92051
2008,3,2,55,66,72048
2009,3,2,47,48,65559
2010,3,1,81,78,75400
2011,3,2,65,59,70191
2012,3,2,44,51,39888
2013,3,2,93,85,86555
2014,3,1,67,73,54184
2015,3,1,3,3,6573
2016,3,2,66,63,67793
2017,3,2,26,23,29830
2018,3,1,54,63,72231
2019,3,1,80,80,86358
2020,3,1,16,18,23806
2021,3,2,75,71,60008
2022,3,1,15,17,23959
2023,3,1,39,48,46161
2024,3,1,92,93,89508
2025,3,1,-4,-4,-4
2026,3,1,-4,-4,-4
2027,3,2,97,96,93336
2028,3,1,71,67,50691
2029,3,1,84,95,93935
2030,3,2,70,77,77209
2031,3,1,1,1,2044
2032,3,1,15,15,22171
2033,3,1,73,54,66318
2034,3,1,67,52,56852
2035,3,2,62,63,78055
2036,3,2,39,46,36264
2037,3,2,87,78,91541
2038,3,1,88,93,97360
