"R0000100","R0214700","R0214800","R0618200","R0618300","R0618301"
6812,1,2,6,9,1980
6813,2,1,8,9,12416
6814,2,2,9,11,9764
6815,1,1,17,23,24585
6816,1,2,69,72,66927
6817,1,2,73,86,88573
6818,1,2,48,46,54285
6819,2,1,13,12,34967
6820,1,2,9,5,2966
6821,3,1,94,87,88773
6822,3,2,59,53,56405
6823,1,2,57,53,69622
6824,1,1,16,12,9302
6825,1,2,5,7,7759
6826,1,2,73,85,92001
6827,3,1,43,34,48683
6828,1,2,19,19,10178
6829,1,2,-4,-4,-4
6830,3,2,10,6,12123
6831,3,2,-4,-4,-4
6832,1,2,-4,-4,-4
6833,2,1,-4,-4,-4
6834,2,1,5,8,8118
6835,1,2,42,35,44380
6836,1,1,12,12,7362
6837,2,1,50,45,50345
6838,2,1,34,29,41577
6839,2,2,26,40,43258
6840,2,1,20,28,48172
6841,2,1,26,30,43332
6842,2,2,76,85,86873
6843,2,1,80,82,84964
6844,2,1,56,64,64985
6845,2,2,20,21,14822
6846,2,1,8,15,11511
6847,2,2,-4,-4,-4
6848,1,2,60,57,65558
6849,2,1,48,44,42811
6850,2,1,84,78,81271
6851,2,1,-4,-4,-4
6852,2,2,75,74,63053
6853,2,1,65,58,61223
6854,2,2,47,42,40249
6855,2,2,83,80,79020
6856,1,2,-4,-4,-4
6857,1,1,32,23,24730
6858,2,2,7,9,5837
6859,2,1,59,61,63460
6860,2,1,43,42,45145
6861,2,1,35,32,40648
6862,2,2,27,35,27877
6863,2,1,26,35,43006
6864,2,1,6,5,11029
6865,2,1,11,16,12741
6866,2,2,2,6,10551
6867,2,1,36,36,41554
6868,2,1,20,12,17721
6869,2,2,30,34,26806
6870,2,2,51,52,51893
6871,2,1,22,31,32412
6872,2,1,6,8,4224
6873,2,1,24,25,30548
6874,3,2,21,18,24927
6875,1,2,5,6,7020
6876,2,2,67,64,78921
6877,1,2,-4,-4,-4
6878,2,1,16,25,25036
6879,2,2,22,22,31540
6880,1,2,29,27,24650
6881,2,2,22,20,14744
6882,2,1,-4,-4,-5
6883,2,1,15,16,23158
6884,1,1,20,14,9369
6885,1,2,13,8,8324
6886,1,1,22,19,23420
6887,1,2,28,41,37664
6888,1,1,2,1,2648
6889,1,1,-4,-4,-4
6890,1,2,1,1,1723
6891,1,2,1,4,3453
6892,1,1,46,43,38982
6893,1,2,42,27,27877
6894,2,1,11,13,21181
6895,2,2,29,49,58042
6896,2,1,79,85,79821
6897,2,1,15,22,31351
6898,2,1,4,10,17681
6899,2,1,2,3,6134
6900,2,1,11,15,18831
6901,2,2,11,7,9902
6902,2,1,17,24,25208
6903,2,1,13,17,14991
6904,2,1,1,1,1397
6905,2,2,6,8,8202
6906,2,1,2,1,1784
6907,2,1,2,1,1625
6908,2,1,38,49,49643
6909,2,1,17,17,27057
6910,1,1,49,52,60054
6911,1,1,17,19,40913
6912,2,1,49,58,67524
6913,2,2,35,43,42081
6914,2,1,7,6,22004
6915,1,2,-4,-4,-4
6916,3,2,5,4,2982
6917,3,2,38,32,29144
6918,3,1,35,29,38873
6919,3,2,19,22,26383
6920,3,2,29,25,23858
6921,3,2,24,17,25016
6922,3,1,46,53,53154
6923,3,2,49,50,52562
6924,3,1,14,12,15962
6925,3,2,27,26,30194
6926,3,1,27,32,44044
6927,3,1,24,32,31684
6928,3,1,17,22,32014
6929,3,2,60,58,55574
6930,1,2,-4,-4,-4
6931,1,2,-4,-4,-4
6932,2,2,38,52,49239
6933,2,2,29,39,46589
6934,2,2,51,46,49384
6935,3,1,27,21,14270
6936,3,2,63,62,73890
6937,3,2,11,13,17992
6938,1,1,39,35,45080
6939,1,2,27,23,12328
6940,1,2,15,12,11067
6941,1,1,19,21,20101
6942,1,1,38,41,51713
6943,3,2,19,21,12830
6944,3,2,19,27,29072
6945,3,2,24,24,23327
6946,2,1,16,18,22245
6947,2,1,8,6,5814
6948,2,2,6,5,2866
6949,2,2,15,19,25517
6950,2,2,14,20,22880
6951,1,2,24,30,41494
6952,2,2,14,13,14920
6953,2,2,28,42,67753
6954,1,1,49,57,51079
6955,1,1,11,13,13880
6956,3,2,55,42,41958
6957,2,2,23,27,33366
6958,1,1,28,42,42710
6959,1,1,68,70,69371
6960,1,1,28,36,57451
6961,2,1,6,6,3277
6962,2,2,5,3,7538
6963,3,2,4,7,11713
6964,2,1,9,8,14361
6965,3,2,53,59,74029
6966,2,2,19,23,31710
6967,2,2,2,4,5710
6968,2,2,25,29,26670
6969,2,1,19,23,33217
6970,2,2,2,2,2351
6971,2,2,54,45,45968
6972,2,1,3,4,7946
6973,3,2,84,85,82404
6974,3,1,72,88,88109
6975,3,1,72,82,80411
6976,3,2,75,67,77083
6977,3,2,87,87,80605
6978,3,2,67,67,62670
6979,3,2,59,73,59591
6980,3,2,56,73,62594
6981,3,2,33,32,20908
6982,3,2,57,67,59541
6983,3,2,75,77,60473
6984,3,2,62,64,60966
6985,3,2,43,43,51451
6986,3,2,59,58,61672
6987,3,1,91,84,77244
6988,2,1,24,29,31135
6989,2,2,28,39,40117
6990,2,2,38,40,33938
6991,2,1,21,21,17668
6992,2,2,27,40,51246
6993,2,1,3,3,3843
6994,2,2,15,12,12605
6995,2,2,4,4,2400
6996,2,1,42,47,59063
6997,2,2,7,6,4899
6998,2,1,32,37,41885
6999,2,2,14,14,20764
7000,2,2,32,28,22925
7001,3,1,-4,-4,-5
7002,2,2,24,22,25114
7003,2,1,21,38,43516
7004,2,1,19,21,23578
7005,2,2,8,8,4907
7006,3,2,87,78,81443
7007,3,1,82,86,93787
7008,2,1,24,25,22470
7009,2,1,32,34,29808
7010,2,1,22,27,29487
7011,3,1,83,80,81683
7012,3,2,35,32,26139
7013,3,1,70,69,57022
7014,3,1,49,54,67447
7015,3,2,31,26,23588
7016,3,2,94,85,87019
7017,3,2,49,49,48931
7018,1,1,10,12,11553
7019,3,2,89,68,66884
7020,3,2,46,35,30820
7021,3,2,26,28,32813
7022,3,2,8,10,8100
7023,3,1,11,12,12805
7024,3,2,42,41,55626
7025,1,1,30,33,25796
7026,3,1,49,49,51838
7027,3,1,46,36,42938
7028,3,2,28,23,25470
7029,3,1,12,10,4110
7030,3,2,49,42,54621
7031,3,2,60,54,71841
7032,3,2,38,39,44039
7033,3,1,5,6,7737
7034,3,2,8,12,19260
7035,3,1,34,30,32760
7036,3,2,21,18,23761
7037,3,1,14,15,24980
7038,3,2,14,8,8291
7039,3,2,48,39,41554
7040,3,2,59,61,53843
7041,3,1,62,58,50870
7042,3,2,32,32,37555
7043,3,1,94,93,89836
7044,3,1,45,46,41815
7045,3,2,50,52,36697
7046,1,2,32,27,35957
7047,1,1,-4,-4,-4
7048,1,2,52,63,79076
7049,1,2,40,59,69863
7050,1,2,19,22,28098
7051,3,2,6,4,6126
7052,3,2,16,16,15680
7053,3,2,11,7,5865
7054,1,2,54,35,33623
7055,3,2,48,41,46843
7056,3,1,31,32,43997
7057,3,1,4,5,4997
7058,3,2,26,23,20777
7059,3,1,16,18,17279
7060,3,1,85,74,68932
7061,3,1,96,97,96573
7062,3,1,72,65,53131
7063,3,1,60,58,67560
7064,2,2,13,13,14461
7065,2,2,10,10,5236
7066,1,2,12,16,20472
7067,2,2,49,47,40242
7068,2,1,3,4,4489
7069,2,1,17,16,15671
7070,2,1,7,4,3180
7071,2,1,9,10,13268
7072,2,1,8,8,7795
7073,2,2,21,25,29398
7074,2,2,62,58,54606
7075,2,2,59,56,68723
7076,2,1,96,92,91145
7077,2,2,32,25,17776
7078,2,1,23,13,10852
7079,2,1,49,44,59989
7080,2,1,46,46,49828
7081,2,2,33,30,38547
7082,2,1,33,32,30086
7083,2,1,1,2,2440
7084,2,2,58,56,48411
7085,2,2,13,14,18119
7086,2,2,25,22,23727
7087,2,1,87,84,79253
7088,2,2,7,11,13071
7089,2,2,1,2,5625
7090,2,1,25,24,25361
7091,2,1,76,65,51750
7092,2,2,74,72,82060
7093,2,1,49,55,69579
7094,2,2,3,6,2252
7095,2,2,16,11,6832
7096,2,2,55,48,40828
7097,2,2,25,18,13039
7098,3,2,1,1,6760
7099,2,1,74,78,63990
7100,2,1,48,44,46716
7101,2,1,-4,-4,-4
7102,2,2,62,57,51795
7103,2,1,38,46,43654
7104,2,1,25,31,39625
7105,2,2,38,35,26302
7106,2,2,37,45,62363
7107,2,2,76,88,89254
7108,3,1,53,63,45973
7109,3,1,39,34,36594
7110,3,1,22,25,30192
7111,3,2,25,27,42010
7112,3,1,26,23,30648
7113,2,1,8,13,15933
7114,2,1,69,77,90958
7115,2,2,40,50,59362
7116,2,2,75,71,55695
7117,2,1,-4,-4,-5
7118,2,2,20,18,21046
7119,2,1,91,90,97474
7120,2,2,37,39,43896
7121,2,1,26,29,24178
7122,2,1,14,15,10077
7123,2,2,17,18,14979
7124,2,2,12,9,4015
7125,2,1,43,36,34772
7126,2,2,11,14,11095
7127,2,2,3,5,3685
7128,2,2,21,21,21982
7129,2,1,19,19,22749
7130,2,2,18,15,17405
7131,2,1,38,46,41601
7132,2,1,1,5,8089
7133,2,1,22,23,29178
7134,2,1,2,2,3095
7135,2,1,10,10,7790
7136,2,1,39,47,58299
7137,2,2,24,21,25292
7138,2,2,12,7,3457
7139,2,2,2,5,9557
7140,2,1,10,9,6823
7141,2,1,4,4,4018
7142,2,1,6,13,13978
7143,2,1,77,77,77973
7144,1,2,39,57,59727
7145,1,1,42,43,54835
7146,2,2,30,34,39289
7147,2,2,35,29,39482
7148,2,2,49,62,56327
7149,2,1,18,19,12002
7150,2,1,54,73,67269
7151,2,1,10,9,9545
7152,2,2,16,19,26154
7153,2,2,13,13,10911
7154,2,1,12,15,21624
7155,2,1,83,65,70352
7156,2,2,28,32,49665
7157,2,2,6,8,8769
7158,2,2,4,3,4744
7159,2,2,-4,-4,-5
7160,2,2,-4,-4,-5
7161,2,1,6,7,5404
7162,2,1,35,29,27504
7163,2,2,34,25,21663
7164,2,1,43,38,26056
7165,2,1,19,17,23361
7166,2,2,49,56,71783
7167,3,2,7,10,4265
7168,3,1,99,97,94999
7169,3,2,8,12,9312
7170,2,2,10,7,5687
7171,2,2,3,3,2975
7172,2,2,13,11,15179
7173,2,1,16,13,12020
7174,2,2,2,2,990
7175,2,2,28,27,28220
7176,2,1,-4,-4,-4
7177,2,2,35,33,37318
7178,2,2,1,2,3080
7179,2,2,2,1,3122
7180,2,2,2,3,760
7181,2,2,16,12,8709
7182,2,1,7,6,7448
7183,2,2,19,18,25157
7184,2,2,2,1,172
7185,2,1,73,84,82205
7186,2,2,1,3,1738
7187,2,1,18,11,14143
7188,2,1,10,8,14984
7189,2,2,10,10,5977
7190,2,1,71,73,68639
7191,2,1,11,15,23512
7192,2,2,8,10,12168
7193,3,1,70,58,50633
7194,2,2,-4,-4,-4
7195,2,1,-4,-4,-4
7196,2,1,26,19,29379
7197,2,2,1,1,866
7198,2,2,30,24,27809
7199,2,2,17,16,10023
7200,2,1,14,13,9270
7201,2,2,83,92,94132
7202,3,2,57,65,57604
7203,3,1,46,55,46373
7204,3,1,38,36,26425
7205,3,1,66,66,70199
7206,3,2,23,25,25904
7207,1,2,13,8,8974
7208,1,1,4,2,4859
7209,1,2,1,2,3915
7210,1,1,13,12,12569
7211,2,2,27,25,35765
7212,2,2,30,28,26645
7213,1,1,15,19,10218
7214,1,2,30,26,37784
7215,2,2,26,45,43488
7216,2,2,2,2,1413
7217,2,2,3,4,7455
7218,2,1,12,12,8499
7219,2,1,6,4,3084
7220,2,2,2,4,1557
7221,2,1,9,9,12586
7222,2,1,5,4,4976
7223,2,1,6,7,6670
7224,2,2,17,18,27203
7225,2,1,10,8,3189
7226,2,2,11,6,15291
7227,2,1,32,29,35420
7228,2,2,19,19,29876
7229,2,1,30,25,20473
7230,2,1,38,51,41920
7231,2,2,30,29,34426
7232,2,2,12,13,14322
7233,3,2,-4,-4,-5
7234,1,1,28,21,27482
7235,1,2,10,5,8601
7236,1,2,38,27,35882
7237,1,2,10,13,19961
7238,1,1,1,1,396
7239,1,1,1,1,419
7240,1,1,56,61,58110
7241,1,2,22,21,21489
7242,1,1,3,1,0
7243,1,1,22,25,31936
7244,1,2,13,9,11852
7245,1,2,13,14,10536
7246,1,2,20,13,11708
7247,1,2,11,8,7962
7248,2,1,58,50,53319
7249,1,2,8,1,331
7250,2,1,9,11,10060
7251,2,1,34,37,43640
7252,2,2,-4,-4,-5
7253,2,2,8,7,14460
7254,2,1,3,3,3417
7255,2,2,29,23,29197
7256,2,2,9,7,12490
7257,2,1,11,7,9106
7258,2,2,14,9,7941
7259,2,2,12,14,25240
7260,2,1,15,8,6557
7261,2,1,11,7,7479
7262,2,1,12,13,14639
7263,2,2,12,6,6523
7264,2,2,12,15,19216
7265,2,1,21,23,30699
7266,2,1,15,19,29164
7267,2,1,20,14,10814
7268,2,1,8,9,20557
7269,1,1,-4,-4,-5
7270,3,1,90,91,87786
7271,2,2,81,81,69321
7272,2,1,3,3,3685
7273,2,1,71,68,68913
7274,2,2,84,85,93698
7275,2,2,20,13,15803
7276,2,2,17,9,13037
7277,2,1,21,20,24777
7278,2,2,11,6,6391
7279,2,1,23,23,19722
7280,2,1,12,11,18122
7281,2,1,17,19,20255
7282,2,2,11,11,13698
7283,2,2,19,15,22568
7284,2,2,17,12,12261
7285,2,2,69,65,80445
7286,2,2,68,82,93888
7287,3,2,94,80,78202
7288,3,2,30,42,42481
7289,3,1,49,50,50137
7290,3,1,20,23,25330
7291,3,2,6,8,4353
7292,1,1,-4,-4,-4
7293,2,2,62,61,49753
7294,2,1,40,32,27739
7295,2,2,24,25,13312
7296,2,2,67,65,65506
7297,2,1,14,8,5449
7298,2,1,46,52,50053
7299,2,1,4,4,7040
7300,2,2,12,10,12032
7301,2,1,5,5,13847
7302,2,2,38,40,33320
7303,2,2,7,8,4336
7304,2,2,3,3,2959
7305,1,2,27,29,16554
7306,3,1,38,50,43881
7307,3,1,90,94,96104
7308,3,2,3,3,5169
7309,3,1,1,1,4794
7310,3,2,29,21,20239
7311,3,1,3,5,14738
7312,3,2,14,13,19604
7313,1,1,12,12,7536
7314,2,2,5,3,5109
7315,1,1,21,19,20914
7316,1,2,64,64,67017
7317,2,2,25,23,29659
7318,2,1,47,49,55225
7319,2,1,28,25,28909
7320,2,1,6,5,4262
7321,2,1,10,12,17219
7322,2,2,17,14,23861
7323,2,2,5,2,1171
7324,2,2,11,8,12037
7325,2,2,49,55,77908
7326,2,1,4,2,1176
7327,3,2,73,68,64059
7328,3,2,76,87,91754
7329,3,1,31,22,32226
7330,3,2,55,54,44024
7331,3,2,87,73,68426
7332,1,1,40,43,36733
7333,3,1,91,91,78981
7334,3,1,87,82,65066
7335,2,1,19,21,17400
7336,2,1,20,18,22969
7337,2,2,45,53,52473
7338,3,2,77,97,92938
7339,3,2,76,82,82974
7340,1,1,87,98,96134
7341,3,2,66,65,60837
7342,3,1,79,78,72329
7343,3,1,94,93,89395
7344,3,2,67,70,76612
7345,3,2,84,90,90942
7346,3,2,71,57,46971
7347,3,1,16,11,18596
7348,3,2,75,79,89559
7349,3,1,11,13,21900
7350,3,2,3,1,1589
7351,3,2,25,21,34098
7352,3,2,47,45,41143
7353,3,1,47,35,35120
7354,3,1,3,4,11382
7355,3,2,10,6,4777
7356,3,2,-4,-4,-4
7357,3,2,60,55,42600
7358,3,2,2,2,5651
7359,3,2,7,6,8852
7360,2,2,38,42,54872
7361,1,2,13,12,15853
7362,3,1,30,24,26917
7363,3,1,4,2,802
7364,3,1,38,42,47167
7365,3,1,41,28,29775
7366,3,1,21,20,21338
7367,3,2,14,13,18941
7368,2,2,59,64,60935
7369,2,1,57,77,90804
7370,2,1,86,95,97396
7371,2,2,27,27,32614
7372,2,1,22,33,45619
7373,2,1,3,4,1413
7374,3,2,27,23,29100
7375,3,2,22,26,30222
7376,3,2,14,17,17373
7377,2,2,4,3,3243
7378,2,2,43,39,44462
7379,2,1,8,5,2287
7380,2,1,6,1,0
7381,2,1,10,8,5448
7382,2,2,36,27,25512
7383,2,2,11,6,10775
7384,2,1,14,13,8187
7385,2,1,4,12,14059
7386,2,1,47,45,54106
7387,2,1,48,46,35167
7388,2,2,64,70,77775
7389,2,2,45,50,47058
7390,2,2,2,5,10594
7391,2,2,14,14,8582
7392,2,2,18,20,22168
7393,2,2,33,31,29603
7394,2,2,12,11,9604
7395,2,2,42,46,49041
7396,2,2,38,31,46900
7397,2,2,46,52,45704
7398,2,2,47,51,46153
7399,2,1,69,77,84931
7400,2,1,27,34,34100
7401,2,1,38,46,57319
7402,2,1,1,2,1970
7403,2,2,3,5,3815
7404,2,1,2,1,491
7405,2,2,2,6,3596
7406,3,1,21,19,20679
7407,3,2,42,35,23985
7408,3,2,25,17,20161
7409,3,2,28,40,25990
7410,2,2,46,48,46514
7411,2,1,9,11,11948
7412,1,1,63,66,66363
7413,1,1,77,65,70261
7414,3,2,60,67,65980
7415,3,2,55,56,53186
7416,3,2,16,16,30442
7417,1,1,53,50,61455
7418,1,2,22,28,38861
7419,3,1,84,99,97841
7420,3,2,59,63,57828
7421,1,2,30,32,40334
7422,1,2,46,53,60615
7423,1,2,58,76,84504
7424,1,1,79,73,76351
7425,3,1,31,34,44356
7426,1,2,99,98,94361
7427,1,1,96,99,97918
7428,1,2,89,78,89972
7429,3,1,-4,-4,-4
7430,1,2,35,37,38325
7431,3,1,72,77,79432
7432,2,2,23,25,28108
7433,2,2,41,38,38516
7434,2,1,12,14,26830
7435,2,2,20,15,9207
7436,2,2,23,18,21285
7437,2,2,27,22,31469
7438,2,2,30,29,38890
7439,2,2,29,25,39663
7440,2,2,22,13,20589
7441,2,2,2,3,3905
7442,2,2,64,68,52375
7443,2,2,44,42,41500
7444,2,1,1,1,3859
7445,2,2,1,2,498
7446,2,2,1,2,3953
7447,2,2,14,16,12101
7448,2,2,1,4,4252
7449,2,2,10,3,2871
7450,3,2,67,77,80066
7451,2,2,40,49,58154
7452,3,2,35,44,40513
7453,3,2,99,97,91546
7454,2,1,25,32,31631
7455,2,2,-4,-4,-5
7456,2,1,1,1,2741
7457,2,1,1,2,1933
7458,2,2,41,46,34797
7459,2,2,13,13,12279
7460,2,2,32,27,32868
7461,2,1,3,4,5500
7462,2,2,13,17,20937
7463,2,1,2,3,2624
7464,2,2,14,14,12432
7465,2,1,18,22,23361
7466,2,1,5,4,5210
7467,2,1,1,1,2956
7468,2,2,41,47,45554
7469,2,1,2,4,11728
7470,2,2,-4,-4,-4
7471,1,1,44,59,54217
7472,1,1,49,55,53310
7473,1,1,20,20,27961
7474,2,1,14,14,16272
7475,2,2,22,42,46088
7476,2,2,24,23,33829
7477,2,2,32,31,36424
7478,2,2,25,22,25591
7479,2,2,22,15,15035
7480,2,2,17,15,30531
7481,2,2,49,64,69875
7482,2,1,9,12,15993
7483,2,1,7,10,7866
7484,2,1,15,25,32821
7485,2,2,65,68,83103
7486,2,1,19,26,13822
7487,2,1,12,9,2362
7488,2,1,60,71,58615
7489,2,2,65,66,61970
7490,2,2,20,26,32319
7491,2,1,28,35,43576
7492,2,2,23,19,25610
7493,2,2,4,6,9269
7494,2,2,22,18,19579
7495,2,1,26,22,37248
7496,2,2,7,4,2103
7497,2,2,7,7,10212
7498,2,2,85,80,78173
7499,2,1,1,4,2426
7500,2,2,15,17,30651
7501,2,2,17,21,23510
7502,2,1,-4,-4,-4
7503,2,2,7,8,12297
7504,2,2,12,9,15082
7505,2,1,8,9,11550
7506,2,2,9,9,7936
7507,2,1,17,13,17114
7508,2,2,9,11,9652
7509,2,1,7,7,6391
7510,2,2,14,12,6858
7511,2,1,19,19,12222
7512,2,1,21,29,32043
7513,2,2,12,14,13008
7514,2,2,54,63,59310
7515,2,2,25,30,36742
7516,2,1,21,25,30288
7517,2,1,3,3,6957
7518,2,2,4,2,3428
7519,2,1,4,7,8093
7520,2,2,2,2,3903
7521,2,1,32,30,36202
7522,2,1,25,23,32250
7523,2,1,24,21,28556
7524,2,2,3,2,1396
7525,2,2,54,41,36589
7526,2,1,9,5,8933
7527,2,2,85,84,85786
7528,3,1,40,43,43729
7529,3,2,39,42,48895
7530,3,2,-4,-4,-4
7531,1,2,40,50,56355
7532,3,2,49,53,55991
7533,1,2,1,1,1827
7534,1,1,6,7,9260
7535,1,2,27,23,29712
7536,3,2,-4,-4,-5
7537,3,2,77,81,74474
7538,3,2,99,97,92622
7539,1,1,55,55,50235
7540,1,1,14,22,23013
7541,1,1,14,16,17012
7542,1,2,77,78,87039
7543,3,2,26,32,27985
7544,1,1,88,91,94025
7545,1,1,31,40,40152
7546,3,2,28,33,30511
7547,2,1,2,1,994
7548,2,2,2,5,12344
7549,2,1,1,1,1359
7550,2,2,7,4,2086
7551,2,2,18,17,23270
7552,2,1,97,98,98530
7553,1,2,22,15,11624
7554,1,1,79,89,93481
7555,1,1,67,80,80554
7556,1,1,59,68,70343
7557,1,1,18,19,18087
7558,1,2,65,72,82478
7559,1,1,8,18,22428
7560,1,2,40,41,45448
7561,1,1,88,97,97965
7562,1,2,-4,-4,-4
7563,1,1,-4,-4,-4
7564,1,1,94,90,89005
7565,1,2,1,1,135
7566,2,1,56,73,69607
7567,2,1,32,27,38613
7568,2,1,22,19,20826
7569,2,1,17,18,17311
7570,1,1,26,27,32744
7571,1,2,32,28,38762
7572,1,1,6,4,7178
7573,1,2,33,37,53453
7574,1,2,54,52,56838
7575,1,2,55,49,55404
7576,1,1,50,55,64301
7577,2,2,35,41,43256
7578,2,2,67,59,76195
7579,2,1,-4,-4,-5
7580,2,2,22,14,21715
7581,2,2,25,23,34151
7582,2,1,6,8,10895
7583,2,2,17,19,24260
7584,1,1,20,21,23936
7585,1,2,9,6,4785
7586,1,2,-4,-4,-4
7587,1,2,12,13,14609
7588,1,1,-4,-4,-5
7589,1,1,53,55,70774
7590,1,1,68,59,67887
7591,1,2,-4,-4,-5
7592,1,1,30,36,49795
7593,1,1,-4,-4,-4
7594,1,1,-4,-4,-4
7595,1,2,23,18,24249
7596,1,1,14,16,19791
7597,2,2,63,65,77492
7598,2,2,60,64,66659
7599,2,1,17,21,22169
7600,2,2,27,32,42497
7601,1,2,92,80,84836
7602,1,1,99,99,99730
7603,1,2,96,96,93137
7604,3,1,79,86,89072
7605,3,2,94,98,97733
7606,2,2,40,40,41196
7607,3,2,8,4,3441
7608,2,1,25,22,25060
7609,3,2,51,37,52547
7610,3,1,93,84,86863
7611,2,2,35,37,29459
7612,2,2,-3,-3,10160
7613,2,1,31,26,18029
7614,2,1,43,43,50214
7615,2,2,14,14,15436
7616,2,2,8,7,15552
7617,2,2,15,12,16331
7618,2,2,8,5,1937
7619,2,2,3,2,2753
7620,2,1,40,39,40240
7621,2,1,8,14,11173
7622,2,2,11,9,8884
7623,2,2,8,9,20200
7624,2,1,6,6,2139
7625,2,2,31,30,27688
7626,2,2,7,10,14730
7627,2,1,4,4,2555
7628,2,1,25,32,31560
7629,2,1,53,62,64658
7630,2,2,40,44,60152
7631,3,1,30,23,29882
7632,3,2,57,55,70514
7633,2,1,9,8,5463
7634,2,1,7,11,10465
7635,2,1,20,28,25422
7636,2,2,24,19,13711
7637,2,1,29,29,29661
7638,2,1,34,37,33213
7639,2,1,1,1,435
7640,2,1,21,18,16260
7641,2,1,8,4,7779
7642,2,2,20,18,18081
7643,2,1,2,1,520
7644,2,1,17,21,12980
7645,2,2,7,5,9064
7646,2,2,4,6,7021
7647,2,1,37,38,27371
7648,2,2,42,35,30447
7649,2,2,57,50,44597
7650,2,1,52,42,46131
7651,2,2,23,23,29304
7652,2,2,35,25,34420
7653,2,2,49,57,68802
7654,2,1,30,27,26156
7655,2,2,21,23,24713
7656,2,1,8,9,6186
7657,2,2,6,11,10768
7658,2,2,-4,-4,-5
7659,2,1,-4,-4,-5
7660,2,2,-4,-4,-5
7661,2,1,21,34,43858
7662,2,2,15,12,14278
7663,2,2,25,18,27684
7664,2,1,26,20,25468
7665,2,2,6,6,2446
7666,2,1,14,12,13896
7667,2,1,5,4,2651
7668,2,1,18,16,19809
7669,2,2,50,51,32666
7670,2,2,15,15,10303
7671,2,2,10,8,12460
7672,2,2,4,3,1535
7673,2,2,3,3,2294
7674,2,1,15,12,17014
7675,2,1,10,8,16603
7676,2,1,70,68,76906
7677,2,1,60,73,81976
7678,2,2,8,4,4474
7679,2,2,23,22,24879
7680,2,1,9,7,10417
7681,2,2,7,8,3685
7682,2,2,4,8,13507
7683,1,2,17,23,22017
7684,1,2,30,36,46809
7685,2,2,21,23,24462
7686,2,1,-4,-4,-4
7687,2,2,53,49,42208
7688,2,2,26,23,28995
7689,2,2,25,21,19013
7690,2,1,29,32,46441
7691,2,2,23,19,17635
7692,2,2,11,12,20519
7693,2,2,17,16,12543
7694,2,2,7,4,4526
7695,2,2,12,16,25021
7696,2,1,2,2,12698
7697,2,1,30,37,41391
7698,2,1,26,32,40920
7699,2,1,8,13,19877
7700,2,1,2,1,685
7701,2,1,10,10,19088
7702,2,1,32,35,49962
7703,2,1,36,46,44383
7704,2,2,1,2,3205
7705,2,1,35,29,25472
7706,2,2,17,25,37703
7707,2,1,53,69,54075
7708,2,2,67,72,67636
7709,2,1,20,15,21908
7710,2,2,8,3,4179
7711,2,1,12,10,16289
7712,2,1,28,36,48926
7713,2,2,12,11,7326
7714,2,1,14,13,20678
7715,2,1,7,5,5282
7716,1,1,77,74,66291
7717,1,1,34,36,42404
7718,1,1,44,39,41514
7719,1,1,73,74,76977
7720,1,1,76,81,83227
7721,1,1,46,49,36824
7722,3,2,99,96,90957
7723,1,1,99,97,91898
7724,3,1,89,87,75525
7725,3,1,-4,-4,-4
7726,3,1,-4,-4,-4
7727,3,1,38,44,46036
7728,3,1,78,70,54173
7729,3,2,-4,-4,-4
7730,3,2,74,76,66779
7731,3,2,86,91,76048
7732,3,1,82,91,84028
7733,1,1,-4,-4,-4
7734,3,2,46,41,48135
7735,3,2,55,51,61030
7736,3,2,69,64,53487
7737,3,1,-4,-4,-4
7738,3,2,45,46,51103
7739,3,2,54,40,43213
7740,3,2,59,62,74050
7741,3,1,94,92,89088
7742,3,1,-4,-4,-4
7743,3,1,92,90,90016
7744,3,1,76,80,83074
7745,3,2,66,70,71862
7746,3,2,95,94,84460
7747,3,2,70,74,66060
7748,1,1,49,58,52493
7749,1,1,-4,-4,-5
7750,1,2,72,62,69324
7751,3,2,93,89,90350
7752,3,1,87,92,81780
7753,2,1,80,74,67140
7754,2,2,53,48,44836
7755,3,2,-4,-4,-4
7756,3,2,74,62,51867
7757,3,2,87,82,83924
7758,3,1,41,38,41469
7759,3,2,86,84,83943
7760,1,2,80,82,80162
7761,3,2,99,99,98560
7762,3,1,90,95,89399
7763,3,1,94,93,92598
7764,3,2,74,78,77775
7765,3,2,75,77,69788
7766,3,1,-4,-4,-4
7767,3,1,92,90,94216
7768,3,1,57,58,66540
7769,3,1,45,49,39533
7770,3,1,81,88,89803
7771,3,2,86,81,81797
7772,3,2,82,71,74760
7773,2,2,70,71,78244
7774,2,2,41,33,26776
7775,3,2,81,78,72042
7776,3,1,98,95,89515
7777,3,2,94,93,81662
7778,3,1,51,56,61698
7779,3,2,13,11,9275
7780,3,1,50,51,65923
7781,3,2,19,22,31637
7782,3,2,-4,-4,-5
7783,3,1,77,84,67240
7784,3,1,56,65,64468
7785,3,1,73,84,86491
7786,3,2,53,56,68506
7787,1,1,73,71,71505
7788,1,2,17,18,27053
7789,1,2,9,12,7197
7790,1,1,10,3,763
7791,1,2,28,21,28973
7792,1,1,34,31,26971
7793,2,1,1,1,652
7794,2,2,10,16,11956
7795,2,2,8,7,3640
7796,2,2,11,11,9533
7797,2,2,16,13,12421
7798,2,2,7,5,6971
7799,2,1,16,14,16570
7800,2,1,20,27,35566
7801,2,1,41,49,43202
7802,2,2,1,1,0
